"X","Site","ID",".id","Condition","uniqueID",".id_exclusiondata","Site_exclusiondata","ID_exclusiondata","SuspicionText","Exclusion","Gender","Age","Edu_highest","Edu_current","Edu_subject","Version","Comment","Misc.Notes..when.applicable.",".id_cheatdata","fileID","block1","block2","EssayTime_.sec.","Happiness","Sadness","Euphoria","Disgust","Pleasure","Joy","Anger","Fear","Admiration","Love","Remorse","Guilt","Hope","Shame","Resentment","Tenderness",".id_cheatdata_cheatdata","fileID_cheatdata","block1_cheatdata","block2_cheatdata","CONDuniqueID","Protocol","Cheating","FWD1","FWD2","FWD3","FWD4","FWD5","FWD6","FWD7","FWD8","FWD9","FWD10","FWD11","FWD12","FWD13","FWD14","FWD15","FWD16","FWD17","FWD18","FWD19","FWD20","FWD21","FWD22","FWD23","FWD24","FWD25","FWD26","FWD27","FWD28","FAD1","FAD2","FAD3","FAD4","FAD5","FAD6","FAD7","FAD8","FAD9","FAD10","FAD11","FAD12","FAD13","FAD14","FAD15","FAD16","FAD17","FAD18","FAD19","FAD20","FAD21","FAD22","FAD23","FAD24","FAD25","FAD26","FAD27","FWD","FAD","PosAff","NegAff","FreeWill","Coder.1","Coder.2","Final.Code"
333,"Elte",35,"Elte","Control","Elte_35","Elte","Elte",35,"I haven't noticed anything unusual. The experiment investigated concentration in the observed situation.",0,NA,NA,"","","","ML5","","","Elte","HUN035.csv",0,1,NA,2,1,1,1,3,2,1,1,1,2,1,1,3,1,1,1,"Elte","HUN035.csv",0,1,"ML5_Elte_35","ML5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,5,1,3,3,5,4,2,2,5,1,3,2,3,3,2,1,2,5,3,4,3,1,3,2,NA,30,15,8,1.43310847839635,0,0,0
334,"Elte",36,"Elte","Control","Elte_36","Elte","Elte",36,"It didn't seem unusual at all, but unfortunately I couldn't find out what it was about. The reading task was very interesting, whlist the calculations a bit more difficult.",0,NA,NA,"","","","ML5","","","Elte","HUN036.csv",0,10,NA,4,2,2,1,4,1,2,1,3,4,1,1,3,1,1,3,"Elte","HUN036.csv",0,10,"ML5_Elte_36","ML5",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,4,1,3,3,5,2,4,2,4,2,4,2,4,1,3,2,3,3,5,3,4,2,3,3,NA,26,24,10,0.572359925101492,0,0,0
335,"Elte",37,"Elte","Control","Elte_37","Elte","Elte",37,"The experiment investigated how prior instructions affect participants.",0,NA,NA,"","","","ML5","","","Elte","HUN037.csv",5,5,NA,3,2,1,1,3,3,1,1,1,4,2,1,2,1,2,2,"Elte","HUN037.csv",5,5,"ML5_Elte_37","ML5",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,4,2,4,4,5,3,1,3,5,2,4,4,2,2,2,2,4,4,3,3,3,2,4,4,NA,27,19,11,0.787547063425206,0,0,0
336,"Elte",38,"Elte","Anti","Elte_38","Elte","Elte",38,"i haven't noticed anything unusual, how well can we abstract from what was written",0,NA,NA,"","","","ML5","","","Elte","HUN038.csv",0,6,NA,5,1,3,1,4,3,2,1,1,5,2,1,4,1,2,4,"Elte","HUN038.csv",0,6,"ML5_Elte_38","ML5",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,1,4,1,5,3,2,1,5,3,5,4,5,4,3,2,4,3,3,5,4,1,3,2,NA,30,29,11,1.43310847839635,0,0,0
337,"Elte",39,"Elte","Control","Elte_39","Elte","Elte",39,"It analysed seemingly unconnected territories. Reading comprehension, arithmetic tasks, questionnare about determinism, about free will",0,NA,NA,"","","","RPP","","","","",NA,NA,356,4,1,4,1,5,2,1,1,4,5,1,1,5,1,1,4,"Elte","HUN039.csv",3,9,"df.RPP_Elte_39","RPP",12,5,4,5,1,5,5,5,1,1,5,5,1,5,4,4,5,1,2,5,5,5,5,5,5,1,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,33,8,-0.756604566899064,0,0,0
338,"Elte",4,"Elte","Control","Elte_4","Elte","Elte",4,"Maybe the two halves of the experiment's first part were unusual, I didn't see the connection.",0,NA,NA,"","","","ML5","","","Elte","HUN004.csv",0,8,NA,4,2,3,1,4,4,1,1,3,5,2,2,2,1,1,4,"Elte","HUN004.csv",0,8,"ML5_Elte_4","ML5",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,1,3,3,4,3,3,3,4,2,4,3,4,2,3,3,3,4,4,4,3,2,2,3,NA,26,29,11,0.572359925101492,0,0,0
339,"Elte",40,"Elte","Anti","Elte_40","Elte","Elte",40,"I think the text aims to make the participant unsure about themselves, increase fear. It tests how the participant behaves because of this during the calculation tasks",0,NA,NA,"","","","RPP","","","","",NA,NA,327,2,4,1,1,1,1,3,1,1,3,3,1,3,1,2,2,"Elte","HUN040.csv",1,2,"df.RPP_Elte_40","RPP",3,3,4,2,4,5,2,2,3,5,4,2,5,1,3,4,1,5,2,2,3,5,4,4,2,1,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,14,16,2.02542372997316,0,0,0
340,"Elte",41,"Elte","Control","Elte_41","Elte","Elte",41,"I haven't noticed anything unusual. I think it measured the effects of the text on the calculations",0,NA,NA,"","","","RPP","","","","",NA,NA,172,2,2,1,1,2,2,1,1,1,3,3,1,4,1,1,3,"Elte","HUN041.csv",0,4,"df.RPP_Elte_41","RPP",4,4,5,2,2,4,2,2,3,1,4,2,3,2,4,3,4,4,2,4,4,4,2,3,4,2,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,18,11,0.479852453933035,0,0,0
341,"Elte",42,"Elte","Anti","Elte_42","Elte","Elte",42,"i haven't noticed anything unusual",0,NA,NA,"","","","RPP","","","","",NA,NA,215,1,4,1,1,3,1,2,4,4,2,1,1,3,1,4,1,"Elte","HUN042.csv",0,0,"df.RPP_Elte_42","RPP",0,3,4,3,4,5,2,1,3,1,4,2,2,3,5,4,3,3,2,4,3,4,4,3,3,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,16,18,1.09808096434908,0,0,0
342,"Elte",43,"Elte","Control","Elte_43","Elte","Elte",43,"I think the experiment was about the comprehension of the first text and about the effect it had on me, and the calculations tried to draw off the thoughts that came to my mind about it",1,NA,NA,"","","","RPP","Missing answers","","","",NA,NA,288,3,2,1,1,2,2,1,1,1,4,1,1,1,1,1,2,"Elte","HUN043.csv",0,3,"df.RPP_Elte_43","RPP",3,5,3,5,2,4,4,5,2,1,5,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,9,NA,1,1,1
343,"Elte",44,"Elte","Anti","Elte_44","Elte","Elte",44,"It is unusual to me that calculations, the way we view life and free will are irreconcilable. If I had to connect the arithmetic task with the questionnare and with the theme itself, then the connection might be that after the calculations it only allows to progress if the participant answered correctly, thus they can't decide freely if they want to skip them or solve them.",0,NA,NA,"","","","RPP","","","","",NA,NA,405,4,1,3,1,5,2,1,2,1,5,2,1,4,1,4,4,"Elte","HUN044.csv",6,9,"df.RPP_Elte_44","RPP",15,3,2,4,4,3,1,2,4,3,5,3,1,2,3,4,2,3,1,3,1,5,4,4,3,3,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,28,13,2.02542372997316,0,0,0
344,"Elte",45,"Elte","Control","Elte_45","Elte","Elte",45,"It tested how the brain switches from a different theme to another, in this case from reading to maths.",1,NA,NA,"","","","RPP","Missing answers","","","",NA,NA,303,4,2,2,1,3,3,1,3,2,3,1,1,4,2,3,3,"Elte","HUN045.csv",0,2,"df.RPP_Elte_45","RPP",2,3,2,3,2,3,2,4,3,4,5,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,14,NA,1,1,1
345,"Elte",46,"Elte","Anti","Elte_46","Elte","Elte",46,"The connection between soul and braincells, the connection between thinking, calculating and quickness.",0,NA,NA,"","","","RPP","","","","",NA,NA,331,3,2,2,1,3,2,1,1,1,2,1,1,1,1,2,1,"Elte","HUN046.csv",4,9,"df.RPP_Elte_46","RPP",13,2,4,3,2,4,3,3,2,2,4,2,2,2,4,2,4,3,2,1,4,3,3,2,3,4,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,15,10,0.17073819872501,0,0,0
346,"Elte",47,"Elte","Control","Elte_47","Elte","Elte",47,"I have never been to a similar experiment before, so I can't decide what might be unusual, because I don't know how psychologycal experiments work. I wasn't expecting a text like this after the introduction, more like something that is connected to DNA. I have no idea what the experiment was about :) Maybe if I think that everything is already decided, I won't have to press the SPACE button to prevent the answer from appearing, because it would be clear if I am the one calculating the result.",0,NA,NA,"","","","RPP","","","","",NA,NA,292,4,1,1,1,3,2,1,1,3,3,1,1,4,1,1,4,"Elte","HUN047.csv",1,1,"df.RPP_Elte_47","RPP",2,4,4,4,2,4,2,2,3,2,3,4,2,3,4,3,2,4,2,3,4,4,1,3,4,2,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,24,8,0.17073819872501,1,1,1
347,"Elte",48,"Elte","Anti","Elte_48","Elte","Elte",48,"I think reading an essay that questions free will had an important role, moreover from such a significant author. Afterwards in the questionnare the emphasis was on free will, fate, feelings about predeterminism and current mood, so you are investigating what kind of effect does a text questionning free will has on a person. I guess there is a control group as well, who read about chocolate, puppies and other kinds of happy things and you will compare the results with them. In the last arithmetic task I think you measured how fast we can do the calculations, and how many times we viewed the answers beforehand, because the task was incredibly boring and tiring, and I can imagine that there are people who won't calculate all of them. By the way, this is also connected to free will, because you said, you will not know if someone sees the answers, because this is a bug in the software, but I think it is intentional, so the person has an opportunity to push the boundaries of their free will :D If this wasn't the case I might be just overthinking :D",1,NA,NA,"","","","RPP","","","","",NA,NA,335,2,2,1,1,2,1,1,3,3,3,4,3,2,1,2,1,"Elte","HUN048.csv",0,2,"df.RPP_Elte_48","RPP",2,3,5,4,4,5,3,1,3,2,1,4,2,3,4,3,1,4,2,1,3,4,1,3,5,3,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,15,17,0.17073819872501,1,1,1
348,"Elte",49,"Elte","Anti","Elte_49","Elte","Elte",49,"The unusual thing in connection with the experiment is that it is made up of seemingly unconnected parts. The experiment investigates one's thinking about life and it connects it to the participant's emotional state and arithmetic abilities.",0,NA,NA,"","","","RPP","","","","",NA,NA,365,3,1,1,1,3,1,1,1,1,3,1,1,2,1,1,1,"Elte","HUN049.csv",0,0,"df.RPP_Elte_49","RPP",0,3,4,3,2,5,2,2,2,2,5,3,3,3,4,3,3,4,2,2,3,4,2,2,5,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,15,8,-0.447490311691039,0,0,0
349,"Elte",5,"Elte","Control","Elte_5","Elte","Elte",5,"I think the experiment investigated how the participant's answers changed as the experiment progressed.",0,NA,NA,"","","","ML5","","","Elte","HUN005.csv",0,5,NA,3,1,1,1,2,2,2,1,2,3,1,1,2,1,2,2,"Elte","HUN005.csv",0,5,"ML5_Elte_5","ML5",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,4,1,4,4,5,4,3,4,4,1,3,4,3,2,3,5,5,2,2,4,4,2,2,3,NA,24,17,10,0.141985648454064,0,0,0
350,"Elte",50,"Elte","Anti","Elte_50","Elte","Elte",50,"It was about how consciously I could do the tasks and how well the mind can switch between science and humanities subjects and what do the brain and thinking focus on.",0,NA,NA,"","","","RPP","","","","",NA,NA,345,3,4,1,1,2,3,2,3,1,3,4,4,3,3,5,1,"Elte","HUN050.csv",5,10,"df.RPP_Elte_50","RPP",15,1,3,3,2,4,1,1,1,1,4,2,2,2,4,3,4,5,4,3,1,3,2,4,3,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,17,26,0.17073819872501,0,0,0
351,"Elte",51,"Elte","Control","Elte_51","Elte","Elte",51,"During the calculation tasks I payed attention to the end of the calculation as well, because 2 parts of it usually cancelled each other out. In my opinion the experiment investigates the immediate change of our thinking after the reading task.",0,NA,NA,"","","","RPP","","","","",NA,NA,286,3,1,2,1,3,4,1,1,2,4,4,4,5,3,1,2,"Elte","HUN051.csv",2,3,"df.RPP_Elte_51","RPP",5,4,2,3,4,5,2,1,3,3,4,4,1,1,2,1,3,2,1,3,4,5,3,2,4,3,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,25,16,0.479852453933035,0,0,0
352,"Elte",52,"Elte","Control","Elte_52","Elte","Elte",52,"How much does the text inflluence my decision making",0,NA,NA,"","","","RPP","","","","",NA,NA,286,3,2,2,1,5,3,2,2,2,5,1,1,5,1,3,4,"Elte","HUN052.csv",0,0,"df.RPP_Elte_52","RPP",0,5,4,2,3,5,1,2,3,2,4,1,2,2,3,4,2,1,1,3,4,4,1,2,3,3,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,29,13,0.479852453933035,0,0,0
353,"Elte",53,"Elte","Anti","Elte_53","Elte","Elte",53,"It was about how the reading task affects emotions",0,NA,NA,"","","","RPP","","","","",NA,NA,340,1,4,2,1,1,1,1,4,1,3,1,1,2,1,2,1,"Elte","HUN053.csv",0,3,"df.RPP_Elte_53","RPP",3,3,4,4,5,4,4,1,4,5,4,2,4,2,5,2,4,3,4,4,2,5,1,3,4,2,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,12,15,2.95276649559723,0,0,0
354,"Elte",54,"Elte","Control","Elte_54","Elte","Elte",54,"I think it was about how fast I can switch between two different types of tasks, for example from the reading task to the arithmetic task.",1,NA,NA,"","","","RPP","Missing answers","","","",NA,NA,600,1,1,1,1,3,3,1,3,1,1,4,1,2,4,1,1,"Elte","HUN054.csv",0,9,"df.RPP_Elte_54","RPP",9,5,5,2,1,5,1,1,4,1,5,1,1,1,4,5,5,5,1,3,5,5,1,4,5,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,13,16,-1.06571882210709,1,1,1
355,"Elte",55,"Elte","Anti","Elte_55","Elte","Elte",55,"I suspect that they investigate if reading the text affects one's thinking, but the calculations in the second half of the experiment confused me a little bit, I didn't understand what they had to do with the previous exercises.",0,NA,NA,"","","","RPP","A lot of time has passed so the experimenter entered the room without the participant coming to the door. The participant hasn't started the math task yet.","","","",NA,NA,335,4,1,1,1,2,2,1,2,1,4,2,1,2,2,2,3,"Elte","HUN055.csv",1,0,"df.RPP_Elte_55","RPP",1,4,2,4,4,4,2,2,3,3,4,3,3,4,2,2,2,2,1,3,5,4,2,3,4,3,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,19,12,0.479852453933035,0,0,0
356,"Elte",56,"Elte","Control","Elte_56","Elte","Elte",56,"No, I haven't noticed. I think the purpose of the experiment was that first an emotional and later a rational, say in the world of numbers they have analysed how the brain works.",0,NA,NA,"","","","RPP","","","","",NA,NA,322,5,1,1,1,5,4,1,1,1,5,1,1,4,1,1,5,"Elte","HUN056.csv",5,4,"df.RPP_Elte_56","RPP",9,3,3,5,1,5,3,1,5,1,3,5,1,5,5,5,5,3,3,5,5,3,5,5,5,5,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,30,8,-0.138376056483014,0,0,0
357,"Elte",57,"Elte","Control","Elte_57","Elte","Elte",57,"i don't know",0,NA,NA,"","","","RPP","","","","",NA,NA,338,1,2,1,1,2,1,1,1,1,5,1,1,3,1,2,3,"Elte","HUN057.csv",0,1,"df.RPP_Elte_57","RPP",1,5,4,2,3,5,2,1,4,1,3,2,1,1,4,3,2,5,1,3,3,4,2,2,3,2,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,17,10,0.78896670914106,0,0,0
358,"Elte",58,"Elte","Anti","Elte_58","Elte","Elte",58,"i don't know",0,NA,NA,"","","","RPP","The experiment was interrupted and paused for 20 minutes after the reading task.","","","",NA,NA,322,2,3,1,1,3,2,1,1,1,3,1,1,2,1,1,1,"Elte","HUN058.csv",1,4,"df.RPP_Elte_58","RPP",5,3,2,2,3,3,2,4,2,2,1,3,2,3,3,4,2,3,2,1,4,4,1,3,3,3,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,15,10,-0.138376056483014,0,0,0
359,"Elte",59,"Elte","Anti","Elte_59","Elte","Elte",59,"The read paragraphs, and afterwards the how am I feeling questions are connected in my opinion, because it might be that the part about will has influenced my feelings somehow. However, I didn't fully understand how the math task can be connected here. If I try to think deeper, it might well be how much we used our free will during the calculations: using a calculator, not pressing the space button. Which path we chose to reach the goal (the end of the experiment).",1,NA,NA,"","","","RPP","","","","",NA,NA,286,4,1,2,1,4,3,1,1,2,5,1,1,5,1,1,4,"Elte","HUN059.csv",2,5,"df.RPP_Elte_59","RPP",7,1,1,5,4,3,2,1,3,1,1,1,3,3,4,1,2,2,2,3,4,5,2,5,3,1,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,29,8,1.09808096434908,1,0,1
360,"Elte",6,"Elte","Control","Elte_6","Elte","Elte",6,"In my opinion the software wasn't bugged, it was the part of the test to see if I would cheat. Otherwise, I think that sometimes the answers popped up too quickly, but I calculated them anyway, because they might've been tricky.",1,NA,NA,"","","","ML5","","","Elte","HUN006.csv",1,5,NA,3,1,1,1,4,3,1,1,2,5,1,1,2,1,1,2,"Elte","HUN006.csv",1,5,"ML5_Elte_6","ML5",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,3,2,5,5,5,5,4,2,3,3,3,2,4,1,3,2,5,3,4,4,4,2,3,1,NA,25,22,8,0.357172786777778,1,1,1
361,"Elte",60,"Elte","Control","Elte_60","Elte","Elte",60,"I haven't noticed anything unusual to do with the experiment. I think the experiment tried to investigate how the text about consciousness affects how big a role I attribute to it during everyday life (consciousness, free will of choices/determinism). And in the end it measured concentration, that was determined by consciousness by the read text.",0,NA,NA,"","","","RPP","","","","",NA,NA,329,1,2,1,1,1,2,1,2,1,2,1,1,3,1,2,2,"Elte","HUN060.csv",0,1,"df.RPP_Elte_60","RPP",1,4,4,3,2,4,2,3,4,3,5,4,2,2,3,4,2,4,1,4,4,5,3,4,3,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,13,11,-0.138376056483014,0,0,0
362,"Elte",61,"Elte","Anti","Elte_61","Elte","Elte",61,"It was unusual how the parts had seemingly nothing to do with each other, but it might be that the lesson will be drawn exactly from this. Due to the fact that I didn't see the whole picture, I have no idea what the experiment might be about.",0,NA,NA,"","","","RPP","","","","",NA,NA,336,4,1,3,1,4,4,1,1,2,2,1,1,5,1,1,2,"Elte","HUN061.csv",1,8,"df.RPP_Elte_61","RPP",9,1,4,2,4,1,1,1,3,1,4,3,2,1,4,3,2,1,1,5,4,5,1,3,4,5,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,26,8,0.78896670914106,0,0,0
363,"Elte",62,"Elte","Control","Elte_62","Elte","Elte",62,"I haven't noticed anything unusual during the experiment. The read text was difficult in my opinion, I had difficulties understanding it. The arithmetic experiment adequately difficult.",0,NA,NA,"","","","RPP","","","","",NA,NA,203,2,4,1,1,1,1,2,2,1,4,3,3,2,2,4,3,"Elte","HUN062.csv",2,9,"df.RPP_Elte_62","RPP",11,3,2,3,4,3,2,1,5,1,5,2,2,2,3,3,2,3,2,3,3,5,4,3,3,4,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,15,21,1.71630947476513,0,0,0
364,"Elte",63,"Elte","Control","Elte_63","Elte","Elte",63,"To be honest, I don't see the connection between the first and the second part of the experiment, or maybe only that paying attention was important in both of them. In the reading comprehension task the questions asked were far off from the text, but still influenced my answers, and also the emotions I feeled during, that were asked about for this reason. I think the task tested the unconsious processes of the brain, while the arithmetic task tested how well can I sustain my conscious attention in a situation when I was solving the exercises, I couldn't express it, so I was obliged to sustain my attention.",0,NA,NA,"","","","RPP","","","","",NA,NA,432,2,4,1,1,2,2,3,3,1,3,3,1,3,2,2,2,"Elte","HUN063.csv",9,10,"df.RPP_Elte_63","RPP",19,4,4,3,4,5,2,1,4,2,5,2,2,2,3,4,2,4,2,2,1,5,4,2,3,3,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,16,19,1.40719521955711,0,0,0
365,"Elte",64,"Elte","Anti","Elte_64","Elte","Elte",64,"Maybe the purpose was to unrest me (it wasn't successful), than measure how I am feeling with emotional questions, than test how it affects my mental arithmetic abilites. But it is not sure, because to do this you would need a prior test to see how well I calculate without the text about genetics. It was unusual that what's the connection between the phases? During the experiment I had a thought that maybe they know if someone waits for the answers, and measure when people start cheating, if they do. :D",1,NA,NA,"","","","RPP","","","","",NA,NA,321,4,1,1,1,3,3,1,2,2,3,1,1,5,1,1,2,"Elte","HUN064.csv",0,4,"df.RPP_Elte_64","RPP",4,2,4,3,2,5,2,3,4,1,3,4,1,3,5,4,2,1,2,5,3,4,1,2,5,5,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,23,9,-0.447490311691039,1,1,1
366,"Elte",65,"Elte","Anti","Elte_65","Elte","Elte",65,"It investigated if my decisions are unconscious, and that my brain solves them instead of me, and I only act after that.",0,NA,NA,"","","","RPP","","","","",NA,NA,274,1,1,1,1,2,3,1,1,1,2,1,1,2,1,1,2,"Elte","HUN065.csv",2,3,"df.RPP_Elte_65","RPP",5,5,2,2,3,5,1,3,4,2,3,4,2,4,2,4,3,5,1,5,5,2,3,2,1,4,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,14,8,1.71630947476513,0,0,0
367,"Elte",66,"Elte","Control","Elte_66","Elte","Elte",66,"I don't know what it was about, the exercises were so different, but maybe it has something to do with concentration.",0,NA,NA,"","","","RPP","","","","",NA,NA,260,3,2,1,1,3,2,1,1,4,4,1,1,4,1,2,5,"Elte","HUN066.csv",0,6,"df.RPP_Elte_66","RPP",6,4,4,3,2,4,3,2,3,1,4,2,3,2,3,3,4,4,2,3,5,5,3,4,4,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,26,10,0.17073819872501,0,0,0
368,"Elte",67,"Elte","Anti","Elte_67","Elte","Elte",67,"I haven't noticed anything unusual. What kind of perfomance will one have after the part about the relationship between free will and biological attributes. I guess they want to see if it improves it or makes it worse.",0,NA,NA,"","","","RPP","","","","",NA,NA,303,3,2,1,1,2,2,1,2,1,3,1,1,3,1,2,2,"Elte","HUN067.csv",2,2,"df.RPP_Elte_67","RPP",4,5,2,3,3,4,2,1,4,2,3,3,2,2,2,3,2,4,2,4,4,4,1,2,3,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,17,11,0.479852453933035,0,0,0
369,"Elte",68,"Elte","Control","Elte_68","Elte","Elte",68,"the math part was unusual, diverse, it investigated quite different abilities and feelings.",0,NA,NA,"","","","RPP","","","","",NA,NA,457,3,3,2,2,4,2,1,1,2,2,2,2,1,1,1,2,"Elte","HUN068.csv",1,4,"df.RPP_Elte_68","RPP",5,5,4,4,2,3,3,2,4,2,4,4,4,4,3,4,2,5,1,3,5,5,3,3,3,2,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,18,13,0.78896670914106,0,0,0
