"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Many_labs_version","research_type","research_title","variable_order","Op1","Op2","Op5","Sel1","Sel3","Sel_psych_evidence","Sel_psych_evidence_4_TEXT","Quant1","Quant2","Quant3","Mod_check","Mod1","Mod2","Mod3","Mod4","Mod5","Mod6"
"2023-04-24 12:21:01","2023-04-24 12:22:15","Survey Preview","","100","74","True","2023-04-24 12:22:16","R_2Sq9Z8LsvbcwbuH","","","","","51.5145","4.4331","preview","EN","3","Original","It Feels Like Yesterday: Self-Esteem, Valence of Personal Past Experiences, and Judgments of Subjective Distance","3","True","True","False","True","False","None","","True","True","Not applicable","False","","","","","",""
"2023-04-24 12:22:38","2023-04-24 12:26:02","Survey Preview","","100","203","True","2023-04-24 12:26:04","R_3kuOdbGl3yLMurg","","","","","51.5145","4.4331","preview","EN","3","Original","Running on Empty","1","True","True","False","False","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","Not applicable","Not applicable","False","","","","","",""
"2023-04-24 12:26:14","2023-04-24 12:28:20","Survey Preview","","100","125","True","2023-04-24 12:28:22","R_3OrlqvZ4jfrcxR0","","","","","51.5145","4.4331","preview","EN","3","Original","Availability: A Heuristic for Judging Frequency and Probability","1","True","False","True","True","False","None","","True","True","Not applicable","False","","","","","",""
"2023-04-24 12:28:37","2023-04-24 12:30:30","Survey Preview","","100","112","True","2023-04-24 12:30:31","R_22FhFoEth53lq4L","","","","","51.5145","4.4331","preview","EN","3","Original","Warmer hearts, warmer rooms: Focusing on positive communal but not agentic traits increases estimates of ambient temperature ","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-24 12:30:38","2023-04-24 12:35:47","Survey Preview","","100","308","True","2023-04-24 12:35:49","R_r9I7zjgZ7MqeCqJ","","","","","51.5145","4.4331","preview","EN","3","Original","Effects of Need for Cognition on Message Evaluation, Recall, and Persuasion","1","True","True","True","True","False","None","","True","True","True","False","","","","","",""
"2023-04-24 12:35:53","2023-04-24 12:37:04","Survey Preview","","100","70","True","2023-04-24 12:37:05","R_2aDip9uRa19KDMR","","","","","51.5145","4.4331","preview","EN","3","Original","Effects of Need for Cognition on Message Evaluation, Recall, and Persuasion","2","True","False","False","True","False","None","","True","False","False","False","","","","","",""
"2023-04-24 12:37:26","2023-04-24 12:39:38","Survey Preview","","100","132","True","2023-04-24 12:39:40","R_3ekjWyoQmtR8nrv","","","","","51.5145","4.4331","preview","EN","3","Original","Cloninger's Psychobiological Model of Temperament and Character and the Five-Factor Model of Personality","1","True","False","False","True","False","None","","True","False","True","True","No modification","No modification","True","True","No modification","No modification"
"2023-04-24 12:39:46","2023-04-24 12:41:16","Survey Preview","","100","90","True","2023-04-24 12:41:18","R_3Dp8hunQ8VAQYjB","","","","","51.5145","4.4331","preview","EN","3","Original","Cloninger's Psychobiological Model of Temperament and Character and the Five-Factor Model of Personality","2","True","False","False","True","False","None","","False","False","False","True","No modification","No modification","True","True","No modification","No modification"
"2023-04-24 12:41:24","2023-04-24 12:43:28","Survey Preview","","100","123","True","2023-04-24 12:43:30","R_3Ib1quPD5dJwEs9","","","","","51.5145","4.4331","preview","EN","3","Original","Metaphoric structuring: understanding time through spatial metaphors","1","True","False","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-24 12:43:37","2023-04-24 12:46:01","Survey Preview","","100","143","True","2023-04-24 12:46:05","R_1gI6Jm5Fjy8g0xF","","","","","51.5145","4.4331","preview","EN","5","Original","Weight as an Embodiment of Importance","1","True","True","False","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-24 13:04:51","2023-04-24 13:07:17","Survey Preview","","100","145","True","2023-04-24 13:07:19","R_1dc2Z97vj0l0hqE","","","","","51.5145","4.4331","preview","EN","5","Original","Increasing and Decreasing Motor and Cognitive Output: A Model of General Action and Inaction Goals","1","True","False","True","True","False","None","","False","True","Not applicable","False","","","","","",""
"2023-04-24 13:07:29","2023-04-24 13:08:12","Survey Preview","","100","43","True","2023-04-24 13:08:14","R_1eP0uwOtDC37eON","","","","","51.5145","4.4331","preview","EN","5","Original","Increasing and Decreasing Motor and Cognitive Output: A Model of General Action and Inaction Goals","2","True","False","False","True","False","None","","False","True","Not applicable","False","","","","","",""
"2023-04-24 13:08:27","2023-04-24 13:10:56","Survey Preview","","100","149","True","2023-04-24 13:10:58","R_2OYJSL6gD3lBLhf","","","","","51.5145","4.4331","preview","EN","5","Original","Increasing and Decreasing Motor and Cognitive Output: A Model of General Action and Inaction Goals","1","False","True","False","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","Not applicable","Not applicable","Not applicable","False","","","","","",""
"2023-04-24 13:11:06","2023-04-24 13:11:44","Survey Preview","","100","37","True","2023-04-24 13:11:45","R_tMuXpU6fvkYyEqB","","","","","51.5145","4.4331","preview","EN","5","Original","Increasing and Decreasing Motor and Cognitive Output: A Model of General Action and Inaction Goals","2","False","True","False","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","Not applicable","Not applicable","Not applicable","False","","","","","",""
"2023-04-24 13:12:57","2023-04-24 13:16:13","Survey Preview","","100","195","True","2023-04-24 13:16:15","R_7370tRgUPeB35xT","","","","","51.5145","4.4331","preview","EN","5","Original","The Effect of Global Versus Local Processing Styles on Assimilation Versus Contrast in Social Judgment","1","True","True","False","True","False","None","","True","True","True","True","No modification","No modification","No modification","No modification","True","True"
"2023-04-24 13:16:22","2023-04-24 13:18:59","Survey Preview","","100","157","True","2023-04-24 13:19:01","R_s6DzieDkOyo3iU1","","","","","51.5145","4.4331","preview","EN","5","Original","Detecting the Snake in the Grass Attention to Fear-Relevant Stimuli by Adults and Young Children","1","True","True","False","True","False","None","","True","True","Not applicable","False","","","","","",""
"2023-04-24 13:19:14","2023-04-24 13:23:06","Survey Preview","","100","232","True","2023-04-24 13:23:08","R_23V1MDuzu4HS3aC","","","","","51.5145","4.4331","preview","EN","5","Original","Why Do Implicit and Explicit Attitude Tests Diverge? The Role of Structural Fit","1","True","False","True","True","True","Other, namely:","convergent validitiy","True","True","Not applicable","True","No modification","No modification","No modification","No modification","True",""
"2023-04-24 13:23:14","2023-04-24 13:24:04","Survey Preview","","100","50","True","2023-04-24 13:24:07","R_3Mxwq12IgoI0NVD","","","","","51.5145","4.4331","preview","EN","5","Original","Why Do Implicit and Explicit Attitude Tests Diverge? The Role of Structural Fit","2","True","False","True","True","True","Other, namely:","convergent validitiy","True","True","Not applicable","True","No modification","No modification","No modification","No modification","True",""
"2023-04-24 13:24:24","2023-04-24 13:27:52","Survey Preview","","100","208","True","2023-04-24 13:27:53","R_1mhmUp5mlA24Joc","","","","","51.5145","4.4331","preview","EN","5","Original","Why People Are Reluctant to Tempt Fate","1","True","False","False","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-24 13:28:25","2023-04-24 13:34:45","Survey Preview","","100","379","True","2023-04-24 13:34:47","R_3kk9RoWsZFcZZOU","","","","","51.5145","4.4331","preview","EN","5","Original","A Needs-Based Model of Reconciliation: Satisfying the Differential Emotional Needs of Victim and Perpetrator as a Key to Promoting Reconciliation","1","True","True","True","True","False","None","","True","True","False","False","","","","","",""
"2023-04-24 13:35:16","2023-04-24 13:38:02","Survey Preview","","100","165","True","2023-04-24 13:38:04","R_2908H1jebvGC2lI","","","","","51.5145","4.4331","preview","EN","5","Original","A Social Functional Approach to Emotions in Bargaining: When Communicating Anger Pays and when it Backfires ","1","True","False","False","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-24 13:38:10","2023-04-24 13:40:27","Survey Preview","","100","137","True","2023-04-24 13:40:29","R_3PyNTStSbS9gd1F","","","","","51.5145","4.4331","preview","EN","5","Original","The Value of Believing in Free Will Encouraging a Belief in Determinism Increases Cheating","1","True","True","False","True","False","None","","False","False","False","False","","","","","",""
"2023-04-24 13:40:36","2023-04-24 13:41:31","Survey Preview","","100","55","True","2023-04-24 13:41:32","R_1JKPxSf8RDldiz4","","","","","51.5145","4.4331","preview","EN","5","Original","The Value of Believing in Free Will Encouraging a Belief in Determinism Increases Cheating","2","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","Not applicable","Not applicable","False","","","","","",""
"2023-04-24 13:44:41","2023-04-24 13:46:40","Survey Preview","","100","119","True","2023-04-24 13:46:42","R_3iDag3hxGWsOtrw","","","","","51.5145","4.4331","preview","EN","2","Replication","INCIDENTAL ENVIRONMENTAL ANCHORS (Critcher & Gilovich, 2008, Study 2)","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","True","True","True","True","True","No modification","No modification"
"2023-04-24 13:47:05","2023-04-24 13:49:12","Survey Preview","","100","127","True","2023-04-24 13:49:14","R_RIyZc1c5Z06585P","","","","","51.5145","4.4331","preview","EN","2","Replication","LIBERALS AND CONSERVATIVES RELY ON DIFFERENT SETS OF MORAL FOUNDATIONS (Graham, Haidt, & Nosek, 2009, Study 1)","2","True","True","True","True","False","None","","True","True","False","True","No modification","No modification","True","True","No modification","No modification"
"2023-04-24 14:00:27","2023-04-24 14:03:05","Survey Preview","","100","158","True","2023-04-24 14:03:07","R_3ikDFj7SbnBwBwL","","","","","51.5145","4.4331","preview","EN","2","Original","Liberals and Conservatives Rely on Different Sets of Moral Foundations","2","True","True","True","True","True","Exploratory Factor Analysis","","True","True","True","False","","","","","",""
"2023-04-24 14:03:15","2023-04-24 14:03:57","Survey Preview","","100","42","True","2023-04-24 14:03:59","R_23TiLscqZ6VoKyZ","","","","","51.5145","4.4331","preview","EN","2","Original","Liberals and Conservatives Rely on Different Sets of Moral Foundations","3","True","True","True","True","True","Exploratory Factor Analysis","","True","True","True","False","","","","","",""
"2023-04-24 14:04:05","2023-04-24 14:04:37","Survey Preview","","100","31","True","2023-04-24 14:04:39","R_1E0CQILRKJxvo2S","","","","","51.5145","4.4331","preview","EN","2","Original","Liberals and Conservatives Rely on Different Sets of Moral Foundations","4","True","True","True","True","True","Exploratory Factor Analysis","","True","True","True","False","","","","","",""
"2023-04-24 14:04:44","2023-04-24 14:05:11","Survey Preview","","100","26","True","2023-04-24 14:05:13","R_2bVtnfLf4UAtMii","","","","","51.5145","4.4331","preview","EN","2","Original","Liberals and Conservatives Rely on Different Sets of Moral Foundations","5","True","True","True","True","True","Exploratory Factor Analysis","","True","True","True","False","","","","","",""
"2023-04-24 14:05:51","2023-04-24 14:07:21","Survey Preview","","100","89","True","2023-04-24 14:07:24","R_OMWLGgKXnU48ILL","","","","","51.5145","4.4331","preview","EN","2","Replication","THE LOCAL-LADDER EFFECT AND SUBJECTIVE WELL-BEING (Anderson, Kraus, Galinsky & Keltner, 2012, Study 3).","3","True","True","True","True","False","None","","False","False","Not applicable","False","","","","","",""
"2023-04-24 14:07:41","2023-04-24 14:09:28","Survey Preview","","100","107","True","2023-04-24 14:09:30","R_2c5zVY5i2W1l11I","","","","","51.5145","4.4331","preview","EN","2","Replication","ASSIMILATION AND CONTRAST EFFECTS IN PART-WHOLE QUESTION SEQUENCES: A CONVERSATIONAL LOGIC ANALYSIS (Schwarz, Strack & Mai, 1991, Study 1)","2","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","True","No modification","No modification","True","","No modification","No modification"
"2023-04-24 14:09:37","2023-04-24 14:12:04","Survey Preview","","100","147","True","2023-04-24 14:12:06","R_1dFZBTmv4cCR5aN","","","","","51.5145","4.4331","preview","EN","2","Replication","HOW WARM DAYS INCREASE BELIEF IN GLOBAL WARMING (Zaval, Keenan, Johnson & Weber, 2014, Study 3A)","2","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-24 14:12:29","2023-04-24 14:13:53","Survey Preview","","100","83","True","2023-04-24 14:13:54","R_1OZHiKYkJ72ZwoS","","","","","51.5145","4.4331","preview","EN","3","Replication","It feels like yesterday: self­esteem, valence of personal past experiences, and judgments of subjective distance (Ross, & Wilson, 2002, Study 2)","3","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-24 14:27:50","2023-04-24 14:29:08","Survey Preview","","100","78","True","2023-04-24 14:29:10","R_23fqPQuDnkEs00W","","","","","51.5145","4.4331","preview","EN","1","Original","the current state of american public opinion","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
