"g","geis.dv_1","geis.dv_2","geis.dv_3","geis.dv_4","geis.dv_5"
"padua",4,4,4,2,2
"padua",5,5,6,5,5
"padua",3,5,4,7,5
"padua",6,3,3,6,6
"padua",6,6,7,6,5
"padua",4,3,4,6,6
"padua",3,2,5,2,4
"padua",6,6,6,5,6
"padua",4,4,7,6,7
"padua",5,4,4,5,5
"padua",4,4,4,5,5
"padua",5,6,6,5,6
"padua",2,3,5,4,6
"padua",7,6,4,7,7
"padua",2,4,5,5,6
"padua",4,5,5,4,4
"padua",7,6,5,6,7
"padua",6,7,7,4,7
"padua",4,4,5,4,5
"padua",3,6,6,6,5
"padua",4,6,5,7,7
"padua",4,5,3,5,6
"padua",6,7,7,6,7
"padua",7,6,6,7,6
"padua",5,4,3,4,5
"padua",6,3,4,6,7
"padua",6,5,5,6,7
"padua",6,5,5,6,6
"padua",4,4,4,5,6
"padua",4,4,4,4,4
"padua",6,5,5,4,5
"padua",4,4,4,4,4
"padua",4,5,4,6,4
"padua",3,6,6,6,7
"help",3,3,3,3,3
"help",7,7,6,7,7
"help",4,6,6,6,6
"help",1,1,1,1,1
"help",6,5,5,5,5
"help",4,4,5,4,5
"help",5,5,6,7,7
"help",4,6,5,5,6
"help",5,6,6,4,5
"help",3,5,5,6,6
"help",3,5,4,6,6
"help",6,7,7,7,7
"help",4,4,6,4,6
"help",4,5,6,5,6
"help",5,5,4,4,6
"help",5,4,5,6,6
"help",6,6,6,3,7
"help",4,6,5,3,6
"help",2,5,5,6,6
"help",4,4,4,4,4
"help",5,5,6,5,5
"help",5,7,7,6,6
"help",5,5,5,6,6
"help",4,5,5,3,3
"help",6,6,6,6,6
"help",4,4,4,5,5
"help",5,5,5,4,5
"help",6,6,6,6,6
"help",5,6,5,6,6
"help",5,5,6,5,6
"help",4,6,6,6,6
"help",4,6,6,6,6
"help",6,6,6,6,6
"help",6,7,6,6,7
"help",3,6,6,5,6
"help",6,6,6,6,6
"help",6,6,6,4,6
"help",6,6,5,4,4
"help",5,5,5,6,7
"help",4,4,5,4,5
"help",2,6,6,6,7
"help",5,5,6,6,6
"help",6,4,5,4,5
"help",5,4,6,5,6
"help",4,6,6,6,6
"rotterdam",5,5,5,6,6
"rotterdam",6,5,5,6,6
"rotterdam",5,6,6,5,7
"rotterdam",1,3,3,5,4
"rotterdam",5,4,4,3,2
"rotterdam",5,6,6,7,4
"rotterdam",4,4,5,6,6
"rotterdam",7,2,5,7,5
"rotterdam",6,5,5,5,6
"rotterdam",7,7,7,7,7
"rotterdam",5,6,6,6,6
"rotterdam",2,3,2,4,3
"rotterdam",6,6,6,7,5
"rotterdam",5,5,5,5,5
"rotterdam",1,6,7,6,7
"rotterdam",6,6,6,3,5
"rotterdam",5,6,6,5,4
"rotterdam",5,4,4,6,6
"rotterdam",5,5,5,5,7
"rotterdam",2,2,2,2,2
"rotterdam",5,4,4,4,4
"rotterdam",4,4,5,5,5
"rotterdam",6,6,7,7,6
"rotterdam",6,6,5,6,6
"rotterdam",1,7,6,6,5
"rotterdam",4,4,4,4,4
"rotterdam",3,3,3,5,5
"rotterdam",5,5,6,7,4
"rotterdam",6,6,6,6,5
"rotterdam",6,6,7,7,7
"rotterdam",5,4,6,5,5
"rotterdam",4,4,4,5,4
"rotterdam",6,5,5,3,4
"rotterdam",6,7,6,6,5
"rotterdam",4,4,6,6,4
"rotterdam",5,6,6,6,6
"rotterdam",5,5,6,6,5
"rotterdam",5,6,7,6,6
"rotterdam",6,5,6,6,6
"rotterdam",5,7,5,6,7
"rotterdam",4,4,4,4,4
"rotterdam",6,5,5,7,7
"rotterdam",6,4,5,6,6
"rotterdam",2,6,6,5,4
"rotterdam",4,4,6,4,5
"rotterdam",5,5,6,6,6
"rotterdam",3,5,5,3,4
"vuw",4,4,4,6,6
"vuw",4,4,4,4,5
"vuw",4,4,4,4,4
"vuw",4,3,4,5,5
"vuw",7,6,5,7,7
"vuw",6,6,5,7,6
"vuw",4,4,4,4,4
"vuw",5,5,5,5,5
"vuw",4,4,4,4,4
"vuw",4,5,5,4,4
"vuw",4,4,5,5,6
"vuw",4,5,6,5,6
"vuw",5,5,4,5,5
"vuw",5,4,5,5,5
"vuw",4,3,4,4,3
"vuw",4,4,4,4,4
"vuw",4,4,5,4,4
"vuw",4,4,5,5,6
"vuw",5,4,4,4,4
"vuw",4,4,4,6,6
"vuw",5,5,6,6,6
"vuw",3,4,2,4,5
"vuw",7,5,5,7,7
"vuw",6,6,7,5,5
"vuw",4,4,4,4,4
"vuw",4,3,3,3,4
"vuw",7,5,6,7,7
"vuw",3,4,5,5,4
"vuw",7,7,7,7,7
"vuw",6,6,5,5,5
"vuw",6,6,6,4,5
"vuw",7,6,7,5,5
"vuw",7,6,6,6,6
"vuw",6,5,5,6,6
"vuw",4,6,6,6,6
"vuw",3,4,4,4,5
"vuw",6,6,6,5,5
"vuw",6,6,6,6,6
"vuw",4,5,3,4,5
"vuw",2,5,5,6,5
"vuw",6,4,4,6,6
"vuw",5,5,5,6,6
"vuw",5,4,4,4,4
"vuw",4,6,6,5,5
"vuw",4,3,6,6,6
"vuw",5,4,5,5,4
"vuw",5,6,6,5,7
"vuw",4,4,4,4,4
"vuw",6,6,6,5,6
"vuw",6,5,6,7,6
"vuw",4,5,4,4,3
"vuw",4,4,4,4,4
"jos",6,4,6,6,4
"jos",4,5,3,5,6
"jos",7,7,7,7,7
"jos",2,7,7,1,7
"jos",7,7,6,7,7
"jos",7,6,7,6,7
"jos",6,7,6,7,6
"jos",7,7,7,7,7
"jos",6,6,6,6,6
"jos",7,7,7,5,7
"jos",7,6,7,6,7
"jos",7,7,7,7,7
"jos",6,6,6,7,7
"jos",7,7,7,7,7
"jos",6,7,7,7,6
"jos",6,7,7,7,7
"jos",5,5,6,6,6
"jos",6,7,5,5,5
"jos",7,7,7,7,6
"jos",7,6,7,6,6
"jos",7,7,7,7,7
"jos",7,7,7,7,7
"jos",6,6,6,7,7
"jos",6,5,6,5,5
"jos",5,5,7,7,7
"jos",6,6,6,6,7
"jos",1,1,1,1,1
"jos",6,6,6,6,7
"jos",5,5,5,5,5
"jos",6,6,7,7,7
"jos",1,1,1,1,1
"jos",1,1,1,1,1
"jos",1,1,1,1,1
"jos",6,4,4,7,7
"jos",6,5,6,5,5
"jos",4,5,6,7,7
"jos",1,1,1,1,1
"jos",1,1,1,1,1
"jos",4,4,4,4,4
"jos",1,1,1,1,1
"jos",5,5,6,6,7
"jos",4,5,7,6,6
"jos",4,5,6,7,5
"jos",5,5,5,5,5
"swps",4,4,5,5,5
"swps",4,6,6,6,6
"swps",5,7,7,6,6
"swps",5,7,7,7,6
"swps",4,4,4,4,4
"swps",5,5,5,5,6
"swps",4,5,6,4,6
"swps",6,6,6,6,6
"swps",5,5,6,5,5
"swps",3,3,3,4,5
"swps",6,5,5,4,5
"swps",6,6,6,6,6
"swps",5,5,5,5,5
"swps",6,7,7,6,6
"swps",6,6,6,2,3
"swps",5,5,6,6,6
"krakowon",4,4,4,4,4
"krakowon",2,2,2,3,3
"krakowon",7,7,7,7,7
"swps",4,5,5,5,6
"swps",2,6,6,7,5
"swps",3,5,6,6,6
"swps",3,3,5,2,4
"krakowon",5,6,4,6,6
"swps",4,3,5,2,6
"swps",5,5,5,6,5
"krakowon",5,7,6,6,6
"krakowon",6,7,5,7,7
"krakowon",5,5,6,6,6
"krakowon",4,4,4,3,3
"krakowon",7,6,7,7,6
"krakowon",5,6,6,3,5
"krakowon",6,5,5,5,4
"krakowon",4,4,4,4,4
"badaniaon",4,7,7,7,6
"badaniaon",7,6,6,7,6
"badaniaon",3,3,3,4,5
"badaniaon",3,4,5,3,4
"badaniaon",4,4,5,4,4
"krakowon",4,5,7,4,6
"badaniaon",4,5,4,5,5
"krakowon",5,5,5,5,5
"krakowon",4,4,4,4,4
"badaniaon",3,5,5,5,7
"badaniaon",5,5,5,5,5
"krakowon",6,5,5,6,6
"krakowon",7,6,6,4,7
"swps",6,7,6,6,7
"swps",5,7,6,4,4
"swps",5,6,6,6,6
"krakowon",4,4,4,4,4
"krakowon",6,6,6,7,7
"badaniaon",3,5,5,4,3
"badaniaon",1,4,5,4,5
"swps",5,3,4,6,6
"swps",6,6,4,5,6
"swps",3,2,7,7,7
"swps",4,5,3,3,5
"badaniaon",2,2,5,2,2
"swps",1,1,1,1,1
"swps",7,7,7,6,7
"krakowon",4,4,5,4,4
"swps",3,3,7,7,7
"swps",4,4,4,4,4
"swps",7,6,6,7,7
"krakowon",5,5,6,6,5
"krakowon",2,3,4,4,6
"badaniaon",3,2,2,3,2
"swps",5,5,6,6,7
"swps",7,7,7,7,7
"swps",4,4,4,4,4
"swps",4,6,6,5,5
"krakowon",4,5,5,6,6
"krakowon",3,6,6,6,7
"krakowon",6,5,5,6,7
"krakowon",1,7,7,4,4
"krakowon",5,5,5,5,5
"krakowon",4,3,3,3,3
"krakowon",3,1,2,2,1
"krakowon",4,6,6,6,5
"krakowon",3,4,5,5,6
"krakowon",4,4,5,4,4
"krakowon",4,5,5,5,5
"krakowon",7,6,7,5,5
"swps",5,5,6,6,6
"krakowon",6,7,7,6,6
"badaniaon",4,4,4,4,4
"badaniaon",5,4,5,3,3
"badaniaon",4,4,4,4,4
"badaniaon",5,5,5,5,5
"badaniaon",6,6,6,6,6
"badaniaon",4,5,5,6,6
"badaniaon",5,5,5,5,6
"badaniaon",3,3,6,4,6
"badaniaon",4,4,4,4,4
"badaniaon",5,2,4,5,4
"badaniaon",5,6,6,6,6
"fmkbelgrade",7,7,6,6,7
"fmkbelgrade",5,6,6,4,3
"fmkbelgrade",6,6,7,7,7
"fmkbelgrade",6,6,5,7,6
"fmkbelgrade",7,6,6,7,7
"fmkbelgrade",7,7,7,7,7
"fmkbelgrade",7,7,7,7,7
"fmkbelgrade",5,3,2,5,5
"fmkbelgrade",5,5,5,5,6
"fmkbelgrade",6,6,7,7,7
"fmkbelgrade",4,4,5,5,3
"fmkbelgrade",5,7,6,7,6
"fmkbelgrade",6,5,6,4,6
"fmkbelgrade",5,4,6,7,6
"fmkbelgrade",5,6,4,5,6
"fmkbelgrade",7,6,7,7,6
"fmkbelgrade",4,3,5,5,6
"fmkbelgrade",6,4,6,7,7
"fmkbelgrade",7,6,7,7,7
"fmkbelgrade",6,6,7,7,5
"fmkbelgrade",4,4,4,4,4
"fmkbelgrade",4,3,5,6,5
"fmkbelgrade",5,4,4,4,5
"fmkbelgrade",3,5,5,3,3
"fmkbelgrade",5,6,3,5,6
"fmkbelgrade",5,4,4,5,5
"fmkbelgrade",4,4,5,4,6
"fmkbelgrade",4,4,5,4,4
"fmkbelgrade",3,4,5,4,3
"fmkbelgrade",2,2,4,2,6
"fmkbelgrade",3,5,5,6,3
"fmkbelgrade",6,4,5,5,3
"fmkbelgrade",3,4,3,3,6
"fmkbelgrade",6,5,5,6,6
"fmkbelgrade",4,4,5,5,4
"fmkbelgrade",7,5,5,7,7
"fmkbelgrade",6,7,7,7,7
"fmkbelgrade",5,4,6,3,5
"fmkbelgrade",3,7,7,7,4
"fmkbelgrade",4,5,5,4,6
"fmkbelgrade",7,7,7,7,7
"fmkbelgrade",2,6,7,6,7
"fmkbelgrade",7,7,7,7,7
"fmkbelgrade",3,5,5,4,6
"fmkbelgrade",4,7,7,6,7
"fmkbelgrade",4,6,6,5,4
"fmkbelgrade",5,6,5,5,6
"fmkbelgrade",7,7,7,7,7
"fmkbelgrade",2,4,5,5,6
"fmkbelgrade",5,5,6,6,4
"fmkbelgrade",4,5,4,4,5
"fmkbelgrade",4,3,3,3,7
"fmkbelgrade",1,1,1,1,1
"fmkbelgrade",4,4,4,4,4
"fmkbelgrade",1,1,1,1,1
"fmkbelgrade",4,4,4,6,6
"fmkbelgrade",5,5,4,6,5
"fmkbelgrade",3,3,2,2,5
"fmkbelgrade",3,4,4,4,4
"fmkbelgrade",7,7,5,4,6
"fmkbelgrade",5,6,6,6,5
"fmkbelgrade",4,5,5,6,6
"fmkbelgrade",6,7,5,6,4
"cas",6,6,6,6,5
"cas",7,7,7,7,7
"cas",5,6,6,6,7
"cas",5,5,6,6,5
"cas",6,5,4,6,6
"cas",6,5,6,5,4
"cas",3,4,2,1,3
"cas",6,6,6,5,5
"cas",7,7,7,7,7
"cas",6,7,6,5,5
"cas",6,6,6,6,4
"cas",5,4,5,5,6
"cas",6,4,6,6,5
"cas",5,5,6,4,5
"cas",4,5,5,4,6
"cas",7,7,7,7,7
"cas",5,4,6,4,6
"cas",5,5,4,4,4
"cas",6,6,4,6,6
"cas",5,6,4,6,5
"cas",5,5,5,5,6
"kwazulu",4,5,4,5,6
"kwazulu",6,5,6,6,7
"kwazulu",4,6,5,5,5
"kwazulu",7,7,6,6,7
"kwazulu",3,6,7,7,7
"kwazulu",4,6,7,7,6
"kwazulu",7,5,5,3,7
"kwazulu",3,6,7,4,6
"kwazulu",7,6,6,4,3
"kwazulu",3,5,2,2,6
"kwazulu",7,5,6,7,7
"kwazulu",3,4,5,6,7
"kwazulu",5,7,5,6,7
"kwazulu",5,6,7,7,7
"kwazulu",5,4,6,7,7
"kwazulu",5,7,7,6,7
"kwazulu",4,7,7,7,7
"kwazulu",4,5,6,5,5
"kwazulu",3,7,7,5,6
"kwazulu",6,7,7,7,6
"kwazulu",1,6,6,7,7
"kwazulu",7,7,6,7,7
"kwazulu",7,6,7,5,6
"kwazulu",5,6,4,5,5
"kwazulu",6,6,6,5,6
"kwazulu",5,4,5,4,3
"kwazulu",5,5,5,5,6
"kwazulu",5,6,6,7,7
"kwazulu",3,5,6,6,6
"kwazulu",7,5,6,4,7
"kwazulu",4,5,5,5,6
"kwazulu",7,6,7,4,7
"kwazulu",1,7,4,4,6
"kwazulu",7,7,7,7,7
"kwazulu",4,6,6,5,3
"kwazulu",4,7,7,6,7
"kwazulu",5,5,6,6,6
"kwazulu",4,1,2,2,1
"kwazulu",7,4,3,7,3
"kwazulu",3,6,5,5,5
"puc",6,4,1,2,2
"puc",4,4,6,5,5
"puc",4,4,6,6,7
"puc",1,1,1,1,5
"puc",3,7,7,4,7
"puc",6,6,6,7,7
"puc",5,6,5,6,6
"puc",5,6,6,5,5
"puc",2,6,6,6,5
"puc",3,1,2,1,3
"puc",3,6,6,5,7
"puc",7,3,5,7,7
"puc",5,7,7,5,6
"puc",7,4,6,7,7
"puc",4,4,4,4,4
"puc",3,5,3,3,3
"puc",7,1,6,7,4
"puc",2,3,6,6,7
"puc",4,4,4,4,4
"puc",3,5,6,4,7
"puc",7,7,4,7,7
"puc",4,4,6,5,4
"puc",7,4,4,7,7
"puc",5,5,6,4,4
"puc",5,4,4,5,5
"puc",4,3,5,2,6
"puc",6,6,6,6,6
"puc",4,6,6,5,7
"puc",4,4,4,5,5
"puc",5,3,6,6,5
"puc",5,5,6,4,5
"puc",6,6,6,6,6
"puc",5,4,6,7,7
"puc",4,4,6,4,5
"puc",4,4,4,4,7
"puc",7,4,4,7,5
"bogota",6,6,6,5,4
"bogota",4,4,4,4,4
"bogota",4,6,5,7,6
"bogota",6,2,4,6,6
"bogota",4,5,6,6,3
"bogota",7,7,7,7,7
"bogota",5,6,5,6,7
"bogota",5,6,6,7,7
"bogota",1,4,4,5,6
"bogota",7,7,7,7,7
"bogota",7,7,6,7,7
"bogota",7,5,3,5,6
"bogota",5,5,4,6,5
"bogota",3,4,4,2,3
"bogota",3,5,5,6,6
"bogota",7,7,7,7,7
"bogota",2,2,2,2,2
"bogota",5,5,6,6,6
"bogota",4,4,6,6,6
"bogota",6,6,6,7,7
"bogota",3,3,5,2,3
"bogota",7,6,6,6,6
"bogota",7,5,6,6,6
"bogota",4,5,5,6,6
"bogota",4,4,7,2,7
"bogota",4,7,6,7,5
"bogota",1,5,7,7,4
"bogota",7,5,7,7,7
"bogota",4,4,4,5,4
"bogota",5,6,6,7,7
"bogota",5,6,6,7,7
"bogota",7,4,5,6,7
"bogota",6,7,6,7,7
"bogota",7,6,6,4,7
"bogota",5,6,6,5,6
"bogota",5,5,5,4,5
"bogota",1,2,2,5,6
"bogota",5,7,7,6,6
"bogota",4,6,5,4,3
"bogota",3,5,6,5,6
"bogota",6,4,6,6,5
"bogota",4,4,4,4,4
"bogota",4,4,4,4,4
"bogota",5,6,5,6,6
"bogota",4,6,6,6,6
"bogota",4,4,6,5,7
"bogota",1,1,7,1,1
"ulatina",4,4,4,4,4
"ulatina",6,7,7,7,7
"ulatina",3,6,6,5,7
"ulatina",3,5,6,7,3
"ulatina",7,2,3,6,7
"ulatina",4,4,4,2,1
"ulatina",5,3,3,3,6
"ulatina",5,5,5,5,5
"ulatina",5,4,6,7,4
"ulatina",3,6,6,6,6
"ulatina",7,4,5,6,5
"ulatina",1,1,2,1,1
"ulatina",4,4,4,5,7
"ulatina",1,2,3,6,6
"ulatina",7,7,6,7,4
"ulatina",1,5,7,7,6
"ulatina",4,4,4,3,6
"ulatina",5,6,6,7,7
"ulatina",5,6,7,6,5
"ulatina",7,7,7,7,7
"ulatina",1,7,7,7,7
"ulatina",1,1,7,1,1
"ulatina",3,5,6,5,6
"ulatina",4,4,5,5,5
"ulatina",7,6,4,7,7
"ulatina",2,2,3,2,2
"ulatina",5,4,7,6,7
"ulatina",5,6,6,5,5
"ulatina",2,4,4,4,5
"ulatina",4,7,6,6,6
"ulatina",6,5,6,6,5
"ulatina",1,3,6,3,6
"ulatina",4,3,3,4,3
"ulatina",6,5,4,5,6
"ulatina",2,5,7,4,6
"ulatina",3,4,3,5,4
"ulatina",7,5,6,7,6
"ulatina",6,7,6,7,7
"ulatina",1,1,1,1,6
"ulatina",2,6,6,7,7
"ulatina",6,5,7,7,6
"ulatina",3,3,3,3,3
"ulatina",3,4,2,6,6
"ulatina",5,7,7,7,7
"ulatina",7,7,7,7,7
"ulatina",7,6,5,6,6
"ulatina",5,4,7,7,6
"ulatina",5,5,6,6,6
"ulatina",1,1,1,1,1
"ulatina",1,1,1,1,1
"ulatina",6,6,6,6,6
"ulatina",6,7,7,6,6
"ulatina",5,6,6,6,7
"ulatina",7,3,4,7,7
"ulatina",4,4,4,4,4
"ulatina",2,5,7,7,7
"ulatina",5,6,6,5,5
"ulatina",6,6,6,6,6
"ulatina",3,3,3,4,4
"ulatina",3,3,3,3,3
"ulatina",5,6,7,6,7
"ulatina",7,7,7,7,7
"ulatina",2,3,3,2,4
"ulatina",3,7,7,6,7
"ulatina",4,4,6,4,4
"ulatina",1,1,1,1,1
"ulatina",5,5,5,5,5
"ulatina",4,5,4,5,4
"ulatina",4,3,2,5,6
"ulatina",3,5,6,3,6
"ulatina",4,3,5,5,4
"ulatina",5,5,5,5,5
"ulatina",7,4,2,2,5
"ulatina",7,6,6,6,6
"ulatina",2,2,6,6,4
"ulatina",4,4,4,4,4
"ulatina",6,6,6,4,7
"ulatina",5,2,6,7,7
"ulatina",4,5,5,5,6
"ulatina",4,5,4,3,4
"ulatina",3,3,4,4,5
"ulatina",5,7,7,7,7
"ulatina",6,6,6,7,7
"ulatina",6,5,6,6,5
"ulatina",3,7,7,6,6
"ulatina",4,4,7,7,7
"ulatina",7,4,4,3,5
"ulatina",7,7,7,7,6
"ulatina",6,6,6,6,6
"ulatina",5,2,3,6,7
"ulatina",3,3,6,4,7
"ulatina",1,5,5,5,5
"ulatina",5,6,4,6,6
"ulatina",6,4,3,5,6
"ulatina",7,7,5,7,7
"ulatina",5,6,3,4,6
"ulatina",7,6,6,7,6
"ulatina",3,7,3,7,7
"ulatina",6,7,7,6,7
"ulatina",6,5,6,7,6
"uned",4,6,6,4,6
"uned",3,7,6,6,6
"uned",7,4,3,6,6
"uned",3,6,6,5,5
"uned",1,6,6,6,6
"uned",6,2,3,6,5
"uned",4,7,7,7,7
"uned",7,3,2,5,7
"uned",2,3,3,2,2
"uned",4,4,4,4,4
"uned",4,3,4,5,4
"uned",5,5,7,3,3
"uned",5,5,6,6,4
"uned",4,3,5,6,5
"uned",5,7,4,6,6
"uned",4,5,5,3,4
"uned",2,3,4,2,3
"uned",5,5,4,3,4
"uned",4,4,4,4,4
"uned",7,5,5,5,5
"uned",6,4,6,7,7
"uned",4,4,4,4,4
"uned",3,5,5,4,4
"uned",4,7,7,7,6
"uned",5,6,6,6,7
"uned",5,5,6,5,6
"uned",2,3,7,4,4
"uned",5,4,5,5,6
"uned",1,1,1,1,2
"uned",5,4,7,5,5
"uned",3,7,7,7,7
"uned",3,3,5,7,6
"tanzaniaon",7,7,7,7,7
"tanzania",5,7,7,7,7
"tanzania",1,5,5,7,7
"tanzania",7,7,6,7,6
"tanzania",3,4,7,4,5
"tanzania",6,5,5,7,6
"tanzania",4,3,5,4,6
"tanzania",7,7,7,7,7
"tanzania",7,7,7,7,7
"tanzania",2,1,2,6,5
"tanzania",7,1,7,1,7
"tanzania",5,6,4,6,6
"tanzania",5,7,7,7,7
"tanzania",7,6,1,2,4
"tanzania",1,7,7,7,7
"tanzania",3,1,1,3,1
"tanzania",4,5,4,4,4
"tanzania",1,7,7,7,7
"tanzania",3,4,5,4,3
"tanzania",7,6,4,6,6
"tanzania",7,3,2,1,4
"tanzania",7,7,7,7,7
"tanzania",7,7,3,5,7
"tanzania",7,4,6,5,3
"tanzania",5,6,7,7,7
"tanzania",1,3,4,4,7
"tanzania",6,5,6,7,7
"tanzania",1,7,7,7,7
"tanzania",7,7,7,7,7
"tanzania",7,7,7,7,7
"tanzania",7,5,7,5,7
"tanzania",3,4,3,4,3
"tanzaniaon",1,7,7,7,7
"tanzaniaon",3,4,2,5,4
"tanzaniaon",2,6,7,7,7
"tanzania",1,1,1,1,1
"tanzaniaon",4,5,6,5,3
"ouhk",5,4,4,6,6
"ouhk",6,5,6,6,5
"ouhk",4,4,4,4,4
"ouhk",6,3,4,6,5
"ouhk",5,5,4,6,5
"ouhk",3,3,3,3,3
"ouhk",1,1,1,1,1
"ouhk",7,2,2,6,6
"ouhk",6,4,4,7,7
"ouhk",4,4,5,6,3
"ouhk",5,5,5,6,6
"ouhk",4,4,6,6,5
"ouhk",6,6,5,6,7
"ouhk",5,4,5,4,5
"ouhk",3,3,4,4,4
"ouhk",5,4,6,6,5
"ouhk",5,4,5,3,5
"ouhk",3,3,3,3,3
"ouhk",3,3,4,4,4
"ouhk",1,1,1,1,1
"ouhk",5,6,6,6,5
"ouhk",4,5,5,5,6
"ouhk",6,6,6,7,5
"ouhk",6,6,6,6,6
"ouhk",4,5,4,4,4
"ouhk",4,4,4,4,4
"ouhk",6,6,6,6,7
"ouhk",7,7,7,7,7
"ouhk",6,6,7,6,6
"ouhk",5,5,5,5,5
"ouhk",6,5,4,4,5
"ouhk",3,3,3,3,3
"ouhk",6,1,1,7,7
"ouhk",5,6,6,5,5
"ouhk",5,4,5,6,5
"ouhk",7,7,7,7,7
"ouhk",6,3,2,5,5
"metu",4,3,5,4,4
"metu",5,4,4,6,4
"metu",3,4,4,4,5
"metu",2,3,5,4,5
"metu",7,5,5,5,7
"metu",6,5,6,5,7
"metu",4,4,5,4,4
"metu",3,6,6,6,6
"metu",4,5,6,6,6
"metu",3,3,4,4,6
"metu",5,5,5,5,4
"metu",4,5,5,4,5
"metu",2,6,5,6,7
"metu",5,7,7,5,5
"metu",4,5,5,4,4
"metu",5,7,6,7,6
"metu",1,1,1,1,1
"metu",4,3,5,6,5
"metu",3,3,3,3,3
"metu",5,6,6,6,7
"metu",5,4,5,5,5
"metu",4,6,5,6,4
"metu",5,6,6,6,6
"metu",5,3,6,6,5
"metu",3,3,3,4,6
"metu",3,3,3,2,2
"metu",4,4,4,4,5
"metu",4,4,4,4,4
"metu",6,3,6,6,6
"metu",7,7,7,7,7
"metu",1,6,5,7,6
"metu",4,4,4,4,4
"metu",4,4,5,5,3
"metu",2,2,2,4,5
"metu",5,5,5,5,5
"metu",2,3,2,2,4
"metu",5,5,5,4,4
"metu",3,3,3,3,3
"metu",3,6,6,4,6
"metu",5,4,1,4,5
"metu",3,5,6,4,4
"metu",5,6,6,5,5
"metu",3,2,1,2,2
"metu",1,1,7,1,7
"metu",3,5,6,5,5
"metu",4,4,5,5,3
"metu",7,7,5,2,4
"metu",5,5,5,4,5
"metu",3,3,3,4,4
"metu",3,7,7,7,7
"metu",3,3,5,5,5
"metu",4,5,6,6,5
"metu",7,7,7,7,7
"metu",3,3,4,3,2
"metu",4,4,4,4,4
"metu",3,6,6,6,6
"metu",3,6,6,6,6
"salford",4,5,5,4,5
"salford",5,7,6,5,4
"salford",5,4,6,6,6
"salford",6,6,6,6,6
"salford",6,6,6,7,7
"salford",4,4,4,4,4
"salford",3,2,2,4,4
"salford",5,4,6,6,6
"salford",3,3,3,3,6
"salford",4,4,4,6,6
"salford",7,5,7,7,7
"salford",6,6,5,5,6
"salford",4,4,3,6,6
"salford",5,6,6,6,6
"salford",5,6,5,6,6
"salford",4,6,5,5,5
"salford",4,5,5,6,6
"salford",3,6,6,4,4
"salford",6,7,7,6,7
"salford",4,4,4,5,5
"salford",3,4,5,5,6
"salford",4,4,4,4,2
"salford",4,4,5,6,6
"salford",5,6,4,6,6
"salford",6,7,7,7,7
"salford",4,3,5,5,4
"salford",3,3,4,5,6
"salford",6,6,6,5,6
"salford",4,5,5,5,6
"salford",3,4,4,4,4
"salford",4,4,4,4,4
"salford",4,7,4,6,6
"salford",4,4,4,4,4
"salford",5,5,7,7,5
"salford",4,4,4,4,4
"salford",4,5,5,6,5
"salford",6,6,6,7,7
"salford",1,1,1,7,6
"salford",6,5,4,5,6
"salford",4,5,5,5,5
"salford",6,4,4,5,5
"salford",6,6,4,5,6
"salford",6,7,7,6,7
"salford",6,5,4,6,7
"salford",3,6,6,6,5
"salford",4,3,4,5,5
"salford",4,4,4,4,3
"salford",4,5,5,6,6
"salford",4,4,4,4,4
"salford",7,7,6,6,6
"salford",2,5,3,4,2
"salford",4,5,5,5,4
"salford",7,7,7,6,7
"salford",6,7,7,7,7
"salford",4,6,7,5,6
"northumbria",4,6,4,6,5
"northumbria",4,4,4,4,4
"northumbria",5,4,5,7,7
"northumbria",5,6,6,3,6
"northumbria",5,4,4,6,6
"northumbria",5,5,7,7,7
"northumbria",4,6,6,6,7
"northumbria",6,6,6,7,7
"northumbria",4,4,6,5,5
"northumbria",2,2,3,3,2
"northumbria",4,6,6,5,5
"northumbria",5,4,6,6,5
"northumbria",7,6,6,7,7
"northumbria",4,5,5,3,6
"northumbria",6,3,4,6,6
"northumbria",4,5,5,5,6
"northumbria",5,6,6,6,6
"northumbria",5,6,6,6,5
"northumbria",5,4,6,6,6
"northumbria",5,6,6,5,6
"northumbria",2,3,6,4,5
"northumbria",6,6,6,7,7
"northumbria",4,4,4,2,2
"northumbria",6,7,7,7,7
"northumbria",4,4,4,4,6
"northumbria",2,6,5,5,6
"northumbria",4,3,4,3,3
"northumbria",3,4,3,5,4
"northumbria",5,4,7,4,7
"northumbria",3,5,5,6,6
"northumbria",4,4,4,5,5
"northumbria",5,4,5,5,6
"northumbria",5,4,6,6,7
"northumbria",5,6,6,7,6
"northumbria",6,7,6,7,6
"northumbria",4,5,5,5,6
"northumbria",4,6,4,7,7
"northumbria",4,5,6,5,5
"northumbria",5,6,7,6,6
"northumbria",7,7,7,7,7
"northumbria",6,5,6,7,7
"northumbria",5,6,6,5,5
"northumbria",4,5,6,5,5
"lse",5,4,5,6,5
"lse",6,5,6,6,5
"lse",4,4,4,7,7
"lse",4,4,4,4,4
"lse",4,5,6,6,4
"lse",5,6,6,6,6
"lse",4,4,4,4,5
"lse",4,4,4,4,4
"lse",3,4,4,4,4
"lse",4,1,1,5,4
"lse",4,5,5,4,4
"lse",4,4,4,5,5
"lse",6,5,7,4,6
"lse",7,7,7,7,7
"lse",5,5,4,5,6
"lse",5,4,4,4,4
"lse",7,7,7,7,7
"lse",4,4,3,5,5
