"g","nfc_01","nfc_02","nfc_03","nfc_04","nfc_05","nfc_06"
"SanDiegoStateUniversity",3,2,4,4,4,3
"SanDiegoStateUniversity",2,4,4,5,3,4
"SanDiegoStateUniversity",2,2,4,2,5,2
"SanDiegoStateUniversity",2,3,4,2,4,2
"SanDiegoStateUniversity",4,5,4,2,5,4
"SanDiegoStateUniversity",4,1,4,4,5,2
"SanDiegoStateUniversity",4,2,3,2,2,2
"SanDiegoStateUniversity",2,3,4,2,4,2
"SanDiegoStateUniversity",2,3,4,3,3,2
"SanDiegoStateUniversity",3,1,4,4,3,5
"SanDiegoStateUniversity",3,2,4,3,2,5
"SanDiegoStateUniversity",4,1,4,4,5,1
"SanDiegoStateUniversity",4,2,4,2,4,4
"SanDiegoStateUniversity",3,2,3,4,4,3
"SanDiegoStateUniversity",3,4,3,3,4,4
"SanDiegoStateUniversity",2,3,2,3,3,2
"SanDiegoStateUniversity",3,2,4,2,4,4
"SanDiegoStateUniversity",3,1,5,1,3,3
"SanDiegoStateUniversity",3,2,4,3,4,3
"SanDiegoStateUniversity",3,4,3,3,4,3
"SanDiegoStateUniversity",3,2,2,4,4,3
"SanDiegoStateUniversity",3,4,3,3,4,4
"SanDiegoStateUniversity",4,3,4,2,3,2
"SanDiegoStateUniversity",3,2,4,4,4,3
"SanDiegoStateUniversity",3,2,3,3,4,3
"SanDiegoStateUniversity",1,3,4,3,2,4
"SanDiegoStateUniversity",3,3,3,3,3,3
"SanDiegoStateUniversity",4,1,4,3,4,3
"SanDiegoStateUniversity",3,3,5,2,3,4
"SanDiegoStateUniversity",2,2,4,2,2,2
"SanDiegoStateUniversity",3,2,2,3,4,2
"SanDiegoStateUniversity",4,3,3,4,2,2
"SanDiegoStateUniversity",4,1,3,1,3,1
"SanDiegoStateUniversity",3,2,4,3,4,3
"SanDiegoStateUniversity",1,2,3,3,4,3
"SanDiegoStateUniversity",2,4,4,4,4,2
"SanDiegoStateUniversity",3,2,4,4,4,2
"SanDiegoStateUniversity",2,2,3,3,4,4
"SanDiegoStateUniversity",3,2,2,2,4,4
"SanDiegoStateUniversity",3,3,4,2,4,3
"SanDiegoStateUniversity",3,2,3,3,4,2
"SanDiegoStateUniversity",1,2,3,3,5,2
"SanDiegoStateUniversity",3,2,3,3,4,3
"SanDiegoStateUniversity",4,2,2,4,4,2
"SanDiegoStateUniversity",1,4,3,2,4,3
"SanDiegoStateUniversity",2,4,3,3,4,4
"SanDiegoStateUniversity",3,2,4,2,4,2
"SanDiegoStateUniversity",2,2,4,3,2,3
"SanDiegoStateUniversity",3,2,4,3,3,3
"SanDiegoStateUniversity",4,2,4,4,4,2
"SanDiegoStateUniversity",1,1,4,3,1,1
"SanDiegoStateUniversity",4,5,4,3,4,4
"SanDiegoStateUniversity",1,1,5,2,5,1
"SanDiegoStateUniversity",2,2,4,3,2,2
"SanDiegoStateUniversity",3,2,4,3,4,2
"SanDiegoStateUniversity",3,3,4,3,4,3
"SanDiegoStateUniversity",4,2,4,3,3,2
"SanDiegoStateUniversity",3,2,3,2,3,3
"SanDiegoStateUniversity",2,2,2,3,3,4
"SanDiegoStateUniversity",4,2,3,3,5,2
"SanDiegoStateUniversity",1,1,4,2,5,4
"SanDiegoStateUniversity",3,1,4,4,3,2
"SanDiegoStateUniversity",3,3,4,2,4,3
"SanDiegoStateUniversity",1,2,4,4,5,1
"SanDiegoStateUniversity",4,2,4,3,3,2
"SanDiegoStateUniversity",3,2,4,1,3,4
"SanDiegoStateUniversity",4,2,3,4,4,2
"SanDiegoStateUniversity",4,1,4,3,5,5
"SanDiegoStateUniversity",2,2,4,2,4,4
"SanDiegoStateUniversity",2,1,3,2,4,2
"SanDiegoStateUniversity",3,2,5,1,1,5
"SanDiegoStateUniversity",2,2,3,1,4,4
"SanDiegoStateUniversity",4,3,4,3,3,3
"SanDiegoStateUniversity",3,2,3,4,4,3
"SanDiegoStateUniversity",4,2,3,4,4,2
"SanDiegoStateUniversity",3,3,3,3,3,1
"SanDiegoStateUniversity",3,1,2,3,4,2
"SanDiegoStateUniversity",4,2,3,2,3,5
"SanDiegoStateUniversity",2,2,4,4,4,3
"SanDiegoStateUniversity",2,2,2,2,2,2
"SanDiegoStateUniversity",3,1,2,4,3,2
"SanDiegoStateUniversity",3,5,4,5,4,4
"SanDiegoStateUniversity",3,2,4,4,5,2
"SanDiegoStateUniversity",3,4,2,2,4,1
"SanDiegoStateUniversity",2,2,4,2,3,2
"SanDiegoStateUniversity",2,3,4,3,2,4
"SanDiegoStateUniversity",4,1,4,3,5,2
"SanDiegoStateUniversity",3,2,3,2,3,3
"SanDiegoStateUniversity",3,4,4,3,4,3
"SanDiegoStateUniversity",3,2,2,4,3,3
"SanDiegoStateUniversity",4,2,3,3,5,2
"SanDiegoStateUniversity",4,3,2,4,3,1
"SanDiegoStateUniversity",2,4,3,4,4,2
"SanDiegoStateUniversity",3,2,1,4,3,1
"SanDiegoStateUniversity",4,2,3,4,4,2
"SanDiegoStateUniversity",2,4,4,2,2,4
"SanDiegoStateUniversity",2,4,4,4,3,2
"SanDiegoStateUniversity",4,4,4,4,4,2
"SanDiegoStateUniversity",1,2,4,1,2,2
"SanDiegoStateUniversity",3,5,2,4,4,3
"SanDiegoStateUniversity",3,2,4,3,4,3
"SanDiegoStateUniversity",1,3,4,2,4,3
"SanDiegoStateUniversity",3,2,4,2,4,1
"SanDiegoStateUniversity",3,2,3,4,2,2
"SanDiegoStateUniversity",3,4,4,4,4,4
"SanDiegoStateUniversity",4,2,3,5,4,1
"SanDiegoStateUniversity",4,2,4,4,5,1
"SanDiegoStateUniversity",3,4,4,3,2,3
"SanDiegoStateUniversity",3,4,3,3,3,2
"SanDiegoStateUniversity",2,2,5,3,5,4
"SanDiegoStateUniversity",3,2,4,2,2,3
"SanDiegoStateUniversity",4,2,2,3,3,2
"SanDiegoStateUniversity",4,1,4,5,4,2
"SanDiegoStateUniversity",2,2,3,3,3,2
"SanDiegoStateUniversity",2,4,3,2,4,2
"SanDiegoStateUniversity",3,3,5,1,3,3
"SanDiegoStateUniversity",4,3,4,3,2,3
"SanDiegoStateUniversity",3,4,4,2,3,3
"SanDiegoStateUniversity",4,2,4,2,3,3
"SanDiegoStateUniversity",3,1,2,4,4,1
"SanDiegoStateUniversity",5,2,4,3,4,2
"SanDiegoStateUniversity",2,2,3,3,4,2
"SanDiegoStateUniversity",3,2,5,2,3,2
"SanDiegoStateUniversity",4,3,2,4,4,3
"SanDiegoStateUniversity",2,4,5,3,4,3
"SanDiegoStateUniversity",2,4,4,2,2,4
"SanDiegoStateUniversity",3,2,4,4,5,2
"SanDiegoStateUniversity",3,3,3,3,3,3
"SanDiegoStateUniversity",2,2,4,2,4,2
"SanDiegoStateUniversity",3,2,3,4,4,3
"SanDiegoStateUniversity",4,4,4,2,4,3
"SanDiegoStateUniversity",3,4,3,2,4,3
"SanDiegoStateUniversity",4,3,4,4,4,3
"SanDiegoStateUniversity",2,1,3,3,3,3
"SanDiegoStateUniversity",2,4,4,4,4,4
"TexasAandM",2,2,3,3,4,3
"TexasAandM",4,2,4,3,4,2
"TexasAandM",3,3,2,3,3,4
"TexasAandM",4,2,3,2,4,5
"TexasAandM",4,2,4,3,5,2
"TexasAandM",4,3,3,4,2,3
"TexasAandM",3,2,2,2,4,2
"TexasAandM",2,2,3,4,4,3
"TexasAandM",2,4,5,2,2,4
"TexasAandM",2,4,5,2,3,4
"TexasAandM",3,1,4,2,2,3
"TexasAandM",3,1,1,2,4,4
"TexasAandM",4,4,4,2,3,4
"TexasAandM",1,2,4,2,3,4
"TexasAandM",2,3,5,2,3,4
"TexasAandM",2,3,4,3,4,2
"TexasAandM",4,2,2,4,4,2
"TexasAandM",4,2,4,4,4,4
"TexasAandM",4,2,2,4,4,2
"TexasAandM",3,2,4,2,4,4
"TexasAandM",3,2,4,1,2,4
"TexasAandM",2,4,4,2,3,3
"TexasAandM",2,2,2,3,4,2
"TexasAandM",2,2,2,4,5,2
"TexasAandM",3,4,4,3,4,3
"TexasAandM",4,3,4,4,5,2
"TexasAandM",2,3,3,2,4,3
"TexasAandM",4,4,2,4,4,4
"TexasAandM",2,1,3,4,5,2
"TexasAandM",3,2,3,4,2,2
"TexasAandM",3,3,4,4,4,3
"TexasAandM",2,2,2,2,2,2
"TexasAandM",3,4,4,3,4,4
"TexasAandM",3,2,3,3,3,4
"TexasAandM",1,1,4,4,4,2
"TexasAandM",4,2,4,2,3,3
"TexasAandM",4,3,4,3,4,4
"TexasAandM",4,2,4,4,4,2
"TexasAandM",3,3,4,4,4,4
"TexasAandM",2,4,4,2,2,2
"TexasAandM",2,2,2,4,4,5
"TexasAandM",4,2,2,5,5,4
"TexasAandM",2,4,4,1,2,4
"TexasAandM",2,3,3,5,4,3
"TexasAandM",2,3,5,2,3,3
"TexasAandM",2,4,4,4,4,4
"TexasAandM",3,1,1,5,5,2
"TexasAandM",1,4,5,4,4,2
"TexasAandM",3,4,4,2,3,3
"TexasAandM",2,2,3,2,4,4
"TexasAandM",3,2,3,3,3,3
"TexasAandM",3,2,3,4,5,2
"TexasAandM",3,4,4,5,3,4
"TexasAandM",2,2,4,3,4,2
"TexasAandM",2,2,4,4,4,3
"TexasAandM",2,3,3,3,3,3
"TexasAandM",3,2,2,4,5,3
"TexasAandM",3,4,4,2,3,4
"TexasAandM",2,4,4,4,4,2
"TexasAandM",2,4,4,3,3,3
"TexasAandM",2,2,4,2,3,3
"TexasAandM",2,2,4,2,4,3
"TexasAandM",2,2,4,2,3,2
"TexasAandM",4,1,1,4,4,1
"TexasAandM",2,4,4,3,3,4
"TexasAandM",3,1,1,4,4,1
"TexasAandM",2,2,2,3,4,2
"TexasAandM",4,1,3,4,4,1
"TexasAandM",1,1,3,4,4,3
"TexasAandM",4,2,4,3,3,4
"TexasAandM",4,2,4,4,4,2
"TexasAandM",4,1,2,4,4,2
"TexasAandM",2,4,4,3,4,3
"TexasAandM",3,2,1,5,5,2
"TexasAandM",3,2,4,4,4,4
"TexasAandM",4,4,4,2,2,2
"TexasAandM",2,2,5,3,4,5
"TexasAandM",3,2,3,3,4,3
"TexasAandM",4,3,4,2,4,4
"TexasAandM",4,2,2,4,4,2
"TexasAandM",4,3,4,3,4,3
"TexasAandM",3,2,2,4,4,2
"TexasAandM",3,1,1,5,3,2
"TexasAandM",3,2,2,2,2,4
"TexasAandM",1,2,5,1,4,4
"TexasAandM",2,2,4,3,4,3
"TexasAandM",3,3,4,2,4,3
"TexasAandM",3,3,4,2,2,4
"TexasAandM",2,4,4,5,4,3
"TexasAandM",2,3,2,4,5,4
"TexasAandM",4,1,2,3,4,2
"TexasAandM",2,3,4,3,2,2
"TexasAandM",2,4,4,2,4,3
"TexasAandM",4,3,2,4,4,2
"TexasAandM",3,4,3,4,4,2
"TexasAandM",4,3,4,2,4,2
"TexasAandM",3,4,4,3,4,3
"TexasAandM",1,3,4,2,2,3
"TexasAandM",4,2,4,3,4,4
"TexasAandM",3,2,2,4,4,3
"TexasAandM",2,3,2,4,4,1
"TexasAandM",1,4,4,4,4,4
"TexasAandM",3,2,3,4,4,3
"TexasAandM",2,4,4,2,4,3
"TexasAandM",2,2,4,4,4,1
"TexasAandM",3,5,4,4,3,5
"TexasAandM",2,2,5,1,1,2
"TexasAandM",3,2,4,4,4,2
"TexasAandM",2,2,4,3,4,3
"TexasAandM",2,1,2,3,4,3
"TexasAandM",4,2,4,4,4,2
"TexasAandM",4,1,2,4,4,2
"TexasAandM",4,2,4,4,4,2
"TexasAandM",3,4,5,3,4,5
"TexasAandM",3,2,3,2,4,3
"TexasAandM",3,4,4,2,2,5
"TexasAandM",2,2,4,3,4,3
"TexasAandM",4,4,4,3,4,4
"TexasAandM",2,3,4,2,3,4
"TexasAandM",3,4,4,2,4,4
"TexasAandM",3,4,4,1,4,3
"TexasAandM",3,1,2,5,5,1
"TexasAandM",4,1,5,4,5,2
"TexasAandM",3,4,4,2,2,3
"TexasAandM",3,3,4,2,3,4
"TexasAandM",1,1,5,1,4,4
"TexasAandM",3,2,2,4,4,3
"TexasAandM",3,2,2,4,3,2
"TexasAandM",3,1,5,2,3,5
"TexasAandM",3,1,2,4,5,2
"TexasAandM",3,4,5,3,2,4
"TexasAandM",4,1,2,3,5,4
"TexasAandM",2,2,4,3,4,3
"TexasAandM",5,1,4,4,5,2
"TexasAandM",2,3,2,2,2,2
"TexasAandM",4,2,4,4,4,2
"TexasAandM",4,2,3,4,4,2
"TexasAandM",3,3,4,2,4,2
"TexasAandM",2,4,3,4,2,4
"TexasAandM",2,3,3,2,2,3
"TexasAandM",1,4,4,2,4,2
"TexasAandM",2,3,3,3,4,3
"TexasAandM",3,1,3,4,3,2
"TexasAandM",2,4,2,1,1,4
"TexasAandM",3,2,4,2,3,3
"TexasAandM",3,2,4,4,3,2
"TexasAandM",4,2,4,4,4,4
"TexasAandM",3,3,4,3,3,4
"TexasAandM",2,4,4,3,4,4
"TexasAandM",4,4,2,4,4,4
"TexasAandM",3,2,4,4,4,4
"TexasAandM",1,3,2,3,1,3
"TexasAandM",3,3,4,3,4,3
"TexasAandM",2,4,4,3,5,2
"TexasAandM",1,4,4,2,2,1
"TexasAandM",1,4,4,2,2,3
"TexasAandM",2,1,2,4,4,3
"TexasAandM",3,2,4,3,2,2
"TexasAandM",3,4,2,4,4,2
"TexasAandM",2,3,2,3,2,2
"TexasAandM",4,2,4,3,3,2
"TexasAandM",4,2,4,2,2,3
"TexasAandM",1,3,5,2,2,4
"TexasAandM",4,4,4,4,4,3
"TexasAandM",2,3,4,3,3,2
"TexasAandM",3,2,4,3,4,3
"TexasAandM",3,4,4,4,2,3
"TexasAandM",3,1,4,4,5,3
"TexasAandM",2,1,1,4,5,2
"TexasAandM",2,4,4,5,2,4
"TexasAandM",4,3,4,4,3,4
"TexasAandM",3,3,3,4,4,3
"TexasAandM",2,2,2,4,2,2
"TexasAandM",2,4,3,3,4,3
"TexasAandM",4,4,4,2,2,4
"TexasAandM",2,3,4,2,2,2
"TexasAandM",3,2,2,3,5,3
"TexasAandM",2,3,3,2,2,3
"TexasAandM",4,2,4,4,5,2
"UCDavis",2,4,3,3,2,2
"UCDavis",1,5,1,4,4,3
"UCDavis",1,2,2,3,4,2
"UCDavis",4,1,4,4,4,2
"UCDavis",3,3,3,2,4,2
"UCDavis",4,2,4,2,4,2
"UCDavis",3,2,4,4,4,2
"UCDavis",3,3,4,3,4,4
"UCDavis",4,2,2,4,4,2
"UCDavis",2,4,3,3,4,4
"UCDavis",3,4,4,1,1,2
"UCDavis",3,5,2,2,5,2
"UCDavis",3,3,4,2,3,4
"UCDavis",1,3,4,4,4,2
"UCDavis",3,1,4,3,4,2
"UCDavis",3,2,4,4,4,5
"UCDavis",2,2,4,2,4,3
"UCDavis",3,2,2,4,4,2
"UCDavis",2,4,4,2,2,4
"UCDavis",3,3,4,3,3,2
"UCDavis",2,2,4,3,4,2
"UCDavis",3,4,3,2,2,4
"UCDavis",3,2,2,4,4,2
"UCDavis",4,2,3,4,5,2
"UCDavis",2,2,4,4,2,2
"UCDavis",3,2,5,2,3,2
"UCDavis",2,2,2,4,3,2
"UCDavis",4,4,5,4,2,4
"UCDavis",3,3,4,2,3,3
"UCDavis",3,4,4,2,2,4
"UCDavis",2,4,4,3,3,4
"UCDavis",2,3,3,3,3,4
"UCDavis",2,2,2,4,4,2
"UCDavis",4,2,2,3,5,3
"UCDavis",3,4,4,4,2,2
"UCDavis",5,2,4,2,1,2
"UCDavis",4,1,2,4,5,2
"UCDavis",3,2,2,4,4,4
"UCDavis",2,1,4,3,4,2
"UCDavis",2,4,2,4,1,2
"UCDavis",2,3,5,2,3,2
"UCDavis",4,2,3,4,3,3
"UCDavis",4,3,3,3,4,2
"UCDavis",4,3,4,3,3,4
"UCDavis",5,1,5,5,3,3
"UCDavis",2,3,3,2,4,3
"UCDavis",4,2,2,4,4,1
"UCDavis",4,3,4,3,4,4
"UCDavis",2,2,4,2,4,2
"UCDavis",4,2,4,2,3,2
"UCDavis",4,2,3,4,4,2
"UCDavis",2,4,5,3,5,3
"UCDavis",4,2,3,4,4,2
"UCDavis",2,1,2,4,4,3
"UCDavis",2,4,3,2,2,4
"UCDavis",1,4,5,2,2,1
"UCDavis",3,2,4,4,4,5
"UCDavis",3,1,3,3,4,5
"UCDavis",3,4,4,5,5,1
"UCDavis",2,3,4,3,3,3
"UCDavis",2,3,4,3,4,3
"UCDavis",3,2,4,3,3,2
"UCDavis",3,2,4,2,1,2
"UCDavis",2,5,3,2,5,2
"UCDavis",3,4,4,3,3,2
"UCDavis",3,4,5,3,4,5
"UCDavis",4,3,4,2,3,1
"UCDavis",2,2,4,2,5,4
"UCDavis",3,2,4,2,4,2
"UCDavis",4,2,2,2,3,3
"UCDavis",3,1,3,4,3,1
"UCDavis",4,1,3,4,4,2
"UCDavis",4,2,3,2,2,2
"UCDavis",4,2,3,3,4,3
"UCDavis",2,3,5,2,4,2
"UCDavis",3,2,4,4,4,4
"UCDavis",3,2,2,2,4,3
"UCDavis",4,2,4,3,4,3
"UCDavis",2,2,4,3,4,3
"UCDavis",4,2,2,4,4,4
"UCDavis",3,4,2,3,4,3
"UCDavis",3,4,3,2,3,2
"UCDavis",2,3,2,3,3,2
"UCDavis",2,2,4,3,4,4
"UCDavis",3,2,4,3,3,3
"UCDavis",4,2,4,4,5,2
"UCDavis",1,4,4,3,4,2
"UCDavis",4,2,2,4,5,1
"UCDavis",3,3,4,2,4,2
"UCDavis",3,2,3,4,3,4
"UCDavis",3,2,4,4,3,3
"UCDavis",2,4,5,1,3,2
"UCDavis",2,2,4,2,4,4
"UCDavis",3,2,4,4,4,2
"UCDavis",4,1,3,3,4,2
"UCDavis",2,3,4,3,2,2
"UCDavis",4,3,4,2,2,4
"UCDavis",3,2,5,3,4,4
"UCDavis",4,2,4,3,3,2
"UCDavis",3,3,3,3,4,4
"UCDavis",3,5,5,4,4,4
"UCDavis",4,3,4,3,3,2
"UCDavis",3,2,3,4,4,3
"UCDavis",3,2,3,3,4,3
"UCDavis",2,2,2,3,4,4
"UCDavis",4,2,2,2,4,2
"UCDavis",3,2,4,3,3,2
"UCDavis",1,4,4,2,1,4
"UCDavis",3,1,1,3,3,3
"UCDavis",3,2,4,2,2,3
"UCDavis",3,3,3,3,2,4
"UCDavis",3,4,4,3,2,3
"UCDavis",4,2,4,3,4,2
"UCDavis",2,3,4,3,4,2
"UCDavis",3,2,3,2,3,3
"UCDavis",3,2,4,3,2,3
"UCRiverside",4,1,4,3,3,2
"UCRiverside",3,5,2,4,4,3
"UCRiverside",3,4,4,4,4,2
"UCRiverside",2,3,4,2,4,3
"UCRiverside",3,3,4,2,2,4
"UCRiverside",4,2,4,3,4,3
"UCRiverside",2,5,3,3,4,2
"UCRiverside",4,2,5,3,4,4
"UCRiverside",2,1,3,4,5,2
"UCRiverside",4,1,4,4,4,3
"UCRiverside",3,2,4,4,4,2
"UCRiverside",3,2,2,3,3,2
"UCRiverside",4,1,1,5,3,2
"UCRiverside",2,5,5,1,1,5
"UCRiverside",3,1,2,4,5,2
"UCRiverside",3,1,5,4,2,5
"UCRiverside",3,4,4,3,3,3
"UCRiverside",2,2,2,3,4,2
"UCRiverside",3,4,4,3,4,3
"UCRiverside",2,3,4,2,4,4
"UCRiverside",4,2,4,3,4,2
"UCRiverside",4,2,2,4,4,2
"UCRiverside",3,4,4,3,3,3
"UCRiverside",2,3,4,2,4,2
"UCRiverside",4,4,2,4,4,4
"UCRiverside",2,2,3,4,4,3
"UCRiverside",4,2,4,4,4,2
"UCRiverside",3,2,2,4,4,2
"UCRiverside",2,1,1,4,4,3
"UCRiverside",2,3,5,3,4,3
"UCRiverside",4,5,3,3,4,2
"UCRiverside",3,1,3,3,4,3
"UCRiverside",3,4,4,2,3,2
"UCRiverside",3,1,2,2,5,2
"UCRiverside",4,3,3,4,3,4
"UCRiverside",3,4,4,3,3,2
"UCRiverside",3,2,4,4,3,2
"UCRiverside",4,2,3,3,2,2
"UCRiverside",4,2,3,4,4,3
"UCRiverside",2,4,3,2,4,3
"UCRiverside",3,3,3,1,4,4
"UCRiverside",2,2,3,3,2,3
"UCRiverside",5,2,4,1,5,4
"UCRiverside",3,1,2,1,3,5
"UCRiverside",1,1,1,1,5,1
"UCRiverside",4,3,4,4,4,3
"UCRiverside",4,2,4,4,4,3
"UCRiverside",2,3,3,3,3,3
"UCRiverside",3,2,4,3,5,2
"UCRiverside",3,2,3,4,4,3
"UCRiverside",3,4,3,3,4,4
"UCRiverside",4,3,4,2,3,4
"UCRiverside",4,2,4,4,4,2
"UCRiverside",3,2,2,4,3,2
"UCRiverside",4,5,3,4,5,3
"UCRiverside",4,2,3,2,4,3
"UCRiverside",4,4,4,2,4,4
"UCRiverside",4,2,3,4,5,2
"UCRiverside",4,1,2,3,3,3
"UCRiverside",2,3,4,3,3,4
"UCRiverside",4,1,2,5,5,3
"UCRiverside",4,2,2,4,4,2
"UCRiverside",2,2,2,4,3,2
"UCRiverside",3,2,2,2,4,4
"UCRiverside",3,2,3,3,3,3
"UCRiverside",3,2,3,4,3,2
"UCRiverside",3,4,4,3,4,2
"UCRiverside",2,2,3,3,4,4
"UCRiverside",4,1,1,5,5,2
"UCRiverside",3,2,3,3,5,3
"UCRiverside",3,2,1,4,4,2
"UCRiverside",3,5,4,2,2,4
"UCRiverside",5,1,2,4,5,2
"UCRiverside",3,2,3,2,4,4
"UCRiverside",5,2,4,2,4,1
"UCRiverside",2,4,4,3,3,4
"UCRiverside",3,2,3,2,3,3
"UCRiverside",3,2,2,4,3,3
"UCRiverside",3,1,2,5,5,4
"UCRiverside",3,2,4,3,3,3
"UCRiverside",2,3,4,3,3,3
"UCRiverside",3,1,3,3,4,3
"UCRiverside",4,2,4,3,1,1
"UCRiverside",3,2,4,2,2,2
"UCRiverside",3,4,3,3,4,4
"UCRiverside",4,2,4,3,4,2
"UCRiverside",3,3,3,3,4,3
"UCRiverside",3,2,3,2,3,2
"UCRiverside",2,2,3,4,4,2
"UCRiverside",3,2,4,2,3,3
"UCRiverside",5,2,2,3,4,3
"UCRiverside",4,1,3,4,5,2
"UCRiverside",3,4,4,4,4,2
"UCRiverside",3,4,3,4,4,3
"UCRiverside",4,1,4,4,4,4
"UCRiverside",3,4,5,4,5,5
"UCRiverside",4,3,3,2,3,4
"UCRiverside",4,2,4,1,1,1
"UCRiverside",4,3,2,4,2,2
"UCRiverside",2,2,4,2,4,3
"UCRiverside",3,1,3,2,4,3
"UCRiverside",2,2,4,4,4,1
"UCRiverside",3,4,2,2,4,3
"UCRiverside",4,2,3,3,2,3
"UCRiverside",1,1,1,4,4,2
"UCRiverside",3,3,2,4,4,3
"UCRiverside",3,2,4,4,4,2
"UCRiverside",4,2,3,3,3,3
"UCRiverside",3,2,3,3,2,2
"UCRiverside",4,2,4,2,2,2
"UCRiverside",3,3,4,4,5,2
"UCRiverside",3,2,4,2,3,2
"UCRiverside",3,2,3,2,4,3
"UCRiverside",4,2,4,3,3,2
"UCRiverside",4,5,2,3,4,3
"UCRiverside",3,2,2,4,4,2
"UCRiverside",3,4,3,3,3,2
"UCRiverside",3,4,2,3,3,2
"UCRiverside",3,2,4,4,2,3
"UCRiverside",4,2,2,3,3,2
"UCRiverside",1,4,4,4,3,3
"UCRiverside",4,3,3,2,3,2
"UCRiverside",3,2,3,4,3,2
"UCRiverside",4,2,4,4,4,2
"UCRiverside",2,2,3,3,4,3
"UCRiverside",2,4,5,2,2,5
"UCRiverside",3,2,2,3,5,4
"UCRiverside",4,2,2,2,2,2
"UCRiverside",2,2,2,4,4,3
"UCRiverside",3,2,4,4,4,3
"UCRiverside",1,4,4,2,3,4
"UCRiverside",3,1,4,4,5,2
"UCRiverside",3,2,4,3,4,3
"UCRiverside",3,1,4,4,1,4
"UCRiverside",4,2,4,4,4,3
"UCRiverside",4,2,3,4,4,4
"UCRiverside",3,2,4,2,3,2
"UCRiverside",4,2,2,4,4,4
"UCRiverside",4,2,4,4,5,2
"UCRiverside",2,2,4,3,3,3
"UCRiverside",3,2,4,4,3,4
"UCRiverside",4,3,4,2,2,3
"UCRiverside",3,1,4,4,4,1
"UCRiverside",4,1,1,4,5,3
"UCRiverside",4,2,4,3,4,2
"UCRiverside",3,5,1,3,3,1
"UCRiverside",3,2,3,3,4,2
"UCRiverside",4,2,3,3,4,3
"UCRiverside",4,4,4,3,2,2
"UCRiverside",2,4,4,4,2,3
"UCRiverside",3,3,4,2,1,4
"UCRiverside",4,1,1,5,3,2
"UCRiverside",3,2,3,3,3,4
"UCRiverside",1,1,1,4,3,3
"UCRiverside",2,3,5,1,3,2
"UCRiverside",2,2,3,2,4,3
"UCRiverside",3,2,4,3,4,2
"UCRiverside",4,3,4,3,4,3
"UCRiverside",3,1,2,2,5,1
"UCRiverside",4,1,3,4,5,4
"UCRiverside",3,2,3,3,3,3
"UCRiverside",2,2,4,4,2,2
"UCRiverside",3,2,3,3,3,3
"UCRiverside",3,4,4,3,2,2
"UCRiverside",1,4,3,2,4,4
"UCRiverside",3,1,2,4,5,3
"UCRiverside",2,2,3,2,4,2
"UCRiverside",4,4,4,3,3,3
"UCRiverside",4,2,2,4,4,2
"UCRiverside",2,2,4,4,4,2
"UCRiverside",3,1,4,4,4,4
"UCRiverside",3,5,4,4,5,4
"UCRiverside",4,1,2,3,5,3
"UCRiverside",3,3,4,4,4,3
"UCRiverside",2,2,4,3,4,4
"UCRiverside",4,2,3,4,4,4
"UCRiverside",3,2,2,4,4,2
"UCRiverside",3,1,1,4,4,1
"UCRiverside",2,3,4,3,4,2
"UCRiverside",4,2,3,2,3,2
"UCRiverside",5,2,2,3,3,2
"UCRiverside",4,2,2,3,4,4
"UCRiverside",3,3,4,4,3,3
"UCRiverside",2,3,3,3,3,3
"UCRiverside",3,2,3,3,4,3
"UCRiverside",4,2,3,3,4,2
"UCRiverside",5,3,4,4,4,3
"UCRiverside",3,1,3,3,5,1
"UCRiverside",2,3,4,1,3,1
"UCRiverside",3,4,5,3,5,4
"UCRiverside",3,2,2,3,4,4
"UCRiverside",4,2,5,4,5,3
"UCRiverside",4,2,4,3,4,3
"UCRiverside",3,3,2,4,4,2
"UCRiverside",3,2,2,4,4,2
"UCRiverside",3,3,2,4,4,3
"UCRiverside",3,4,4,4,4,4
"UCRiverside",2,2,4,3,4,2
"UCRiverside",2,2,2,4,4,1
"UCRiverside",2,2,4,4,4,5
"UCRiverside",4,2,3,3,3,2
"UCRiverside",3,4,4,4,4,2
"UCRiverside",3,4,3,1,3,4
"UCRiverside",3,1,1,4,4,2
"UCRiverside",4,1,3,4,4,1
"UCRiverside",2,1,1,2,4,2
"UCRiverside",2,2,2,3,3,2
"UCRiverside",3,4,4,1,1,2
"UCRiverside",2,2,5,3,4,1
"UCRiverside",3,2,4,3,5,2
"UCRiverside",4,2,4,4,4,4
"UCRiverside",3,5,2,3,3,2
"UCRiverside",4,4,4,3,4,3
"UCRiverside",4,3,2,4,4,3
"UCRiverside",3,4,2,3,2,4
"UCRiverside",4,2,4,2,4,2
"UCRiverside",3,3,3,4,5,3
"UCRiverside",3,2,4,4,4,2
"UCRiverside",3,3,3,1,1,3
"UCRiverside",2,3,5,2,5,3
"UCRiverside",5,3,4,2,2,4
"UCRiverside",3,1,1,5,5,2
"UCRiverside",1,3,4,3,3,3
"UCRiverside",2,5,2,4,5,5
"UCRiverside",3,2,4,3,4,3
"UCRiverside",3,2,2,4,4,3
"UCRiverside",3,5,5,1,5,2
"UCRiverside",2,2,2,3,4,3
"UCRiverside",1,4,4,4,4,4
"UCRiverside",3,2,3,3,5,3
"UCRiverside",2,4,4,2,3,3
"UCRiverside",2,4,4,2,2,4
"UCRiverside",3,3,4,2,3,2
