"g","zhon.dv.1_2","zhon.dv.1_3","zhon.dv.1_7","zhon.dv.1_8","zhon.dv.1_10"
"carleton",5,5,1,2,6
"carleton",4,2,2,2,4
"carleton",5,2,1,2,5
"carleton",1,2,1,1,2
"carleton",4,3,4,5,4
"carleton",1,1,3,3,1
"carleton",7,7,7,7,7
"carleton",1,1,1,1,1
"carleton",4,4,2,2,2
"carleton",2,5,2,5,5
"carleton",5,6,2,2,6
"carleton",7,5,1,1,2
"carleton",3,3,3,3,3
"carleton",3,7,1,2,4
"carleton",1,1,1,1,1
"carleton",4,4,3,5,6
"carleton",6,6,4,7,6
"carleton",4,5,4,5,2
"carleton",7,1,7,7,7
"carleton",4,6,4,3,6
"carleton",4,4,2,2,2
"carleton",3,4,2,3,3
"carleton",2,3,1,1,5
"carleton",4,5,3,2,5
"carleton",4,4,2,2,4
"carleton",6,7,6,6,7
"carleton",7,1,7,7,7
"carleton",5,7,2,2,7
"carleton",1,7,4,3,5
"carleton",7,7,4,3,4
"carleton",7,5,7,7,7
"carleton",4,4,3,4,5
"carleton",2,5,1,1,1
"carleton",7,7,1,1,7
"carleton",5,7,5,7,6
"carleton",5,7,7,7,7
"carleton",3,4,1,1,5
"carleton",1,3,5,5,6
"carleton",4,3,2,2,4
"carleton",3,1,4,5,5
"carleton",4,5,4,5,6
"carleton",6,7,3,6,7
"carleton",4,7,4,6,5
"carleton",1,1,1,1,1
"carleton",7,7,4,4,4
"carleton",1,7,5,5,6
"carleton",5,6,1,6,7
"carleton",1,3,6,5,4
"carleton",2,6,5,7,7
"carleton",7,7,4,5,7
"carleton",1,3,5,7,5
"carleton",6,5,1,4,4
"seznam",1,2,1,1,1
"seznam",4,5,6,5,7
"seznam",4,4,2,3,3
"seznam",1,2,1,1,2
"seznam",1,3,1,3,1
"seznam",1,3,1,5,1
"seznam",3,6,6,5,2
"seznam",4,4,2,3,4
"seznam",5,6,5,5,7
"seznam",1,6,4,5,1
"seznam",2,4,4,4,7
"seznam",3,3,1,1,3
"seznam",3,3,4,5,1
"seznam",1,1,1,1,1
"seznam",3,3,2,3,2
"seznam",2,2,5,2,4
"seznam",1,1,1,1,1
"seznam",1,1,1,1,1
"seznam",1,4,3,6,3
"seznam",1,1,4,4,1
"seznam",3,1,1,1,1
"seznam",5,3,4,3,2
"seznam",5,2,2,1,2
"seznam",1,2,1,1,1
"seznam",1,4,3,1,1
"seznam",5,2,1,2,2
"seznam",2,2,2,2,2
"seznam",3,1,1,1,1
"seznam",3,2,5,5,3
"seznam",1,4,1,1,1
"seznam",1,4,5,5,5
"seznam",5,5,3,3,3
"seznam",4,1,4,4,1
"seznam",5,3,1,2,3
"seznam",1,1,5,5,1
"seznam",3,2,1,2,2
"seznam",2,3,1,1,1
"seznam",2,3,2,2,2
"seznam",3,2,1,1,1
"seznam",1,1,2,2,3
"seznam",1,1,1,1,1
"seznam",2,2,1,1,2
"seznamon",1,1,1,2,1
"seznamon",2,2,1,2,2
"seznamon",5,4,4,4,2
"seznamon",1,1,1,2,1
"seznamon",4,3,2,2,4
"seznamon",7,5,2,4,4
"seznamon",5,5,1,3,1
"seznamon",3,4,3,3,5
"seznamon",1,1,2,2,4
"seznamon",7,4,3,3,4
"seznamon",4,3,1,1,1
"seznamon",1,1,1,1,1
"seznamon",4,1,1,1,1
"seznamon",1,1,1,1,1
"seznamon",1,1,1,3,3
"seznamon",3,3,2,2,1
"seznamon",1,4,4,5,3
"seznamon",1,5,5,5,1
"seznamon",5,1,1,5,1
"seznamon",4,4,3,3,3
"seznamon",1,5,1,5,1
"seznamon",2,2,1,5,4
"seznamon",3,5,6,6,7
"seznamon",1,1,1,1,1
"seznamon",1,1,1,1,1
"seznamon",2,2,1,1,1
"seznamon",1,1,1,1,1
"seznamon",6,1,5,5,1
"seznamon",5,1,5,4,1
"seznamon",1,1,1,1,1
"seznamon",1,2,1,1,1
"seznamon",4,3,4,5,4
"seznamon",1,3,4,4,3
"seznamon",1,5,5,5,3
"seznamon",2,1,1,1,5
"seznamon",2,4,1,2,1
"seznamon",7,3,1,1,3
"seznamon",6,1,2,6,5
"seznamon",5,5,5,6,7
"seznamon",4,5,5,5,6
"seznamon",1,5,3,2,4
"seznamon",3,3,2,2,3
"seznamon",4,4,2,2,3
"seznamon",1,1,1,1,1
"seznamon",5,5,2,3,3
"seznamon",1,2,1,1,1
"seznamon",3,4,6,6,4
"seznamon",5,7,6,6,6
"seznamon",4,4,2,4,5
"seznamon",1,1,6,3,1
"seznamon",7,7,1,1,1
"seznamon",5,1,2,2,2
"seznamon",5,2,2,5,4
"seznamon",1,1,1,1,1
"seznamon",1,1,1,1,1
"seznamon",2,3,2,2,1
"seznamon",1,1,1,1,1
"seznamon",5,5,1,1,1
"seznamon",2,2,5,5,1
"seznamon",1,1,5,4,1
"seznamon",6,1,1,3,1
"seznamon",4,1,4,5,4
"seznamon",7,1,4,4,3
"seznamon",1,6,2,7,6
"seznamon",6,4,2,4,3
"radboud",6,5,4,3,5
"radboud",4,4,3,3,4
"radboud",4,4,1,1,4
"tilburg",6,6,5,5,4
"tilburg",4,5,6,3,4
"tilburg",4,4,3,3,3
"tilburg",3,5,2,1,4
"tilburg",3,3,2,1,3
"tilburg",6,3,4,4,3
"tilburg",4,3,5,5,6
"tilburg",3,1,1,1,1
"tilburg",6,3,1,3,3
"tilburg",5,2,4,5,6
"tilburg",5,3,2,2,3
"tilburg",5,4,1,1,1
"tilburg",7,3,7,5,5
"tilburg",5,4,3,5,6
"tilburg",6,3,2,2,2
"tilburg",4,3,1,1,1
"tilburg",1,5,3,5,5
"tilburg",6,7,5,3,7
"tilburg",7,7,5,3,7
"tilburg",5,3,2,2,6
"tilburg",4,3,2,4,3
"tilburg",2,2,5,2,5
"tilburg",1,7,2,2,2
"tilburg",5,4,5,5,5
"tilburg",6,4,5,4,4
"tilburg",7,1,5,6,7
"tilburg",6,5,3,3,5
"tilburg",3,3,1,1,2
"tilburgcaf",5,4,3,2,2
"tilburgcaf",5,6,5,5,6
"tilburgcaf",5,6,3,6,5
"tilburgcaf",4,2,1,1,1
"tilburg",7,3,1,1,2
"tilburg",6,5,4,4,4
"tilburgcaf",6,5,4,5,4
"tilburgcaf",3,5,1,3,5
"tilburg",6,5,2,2,3
"tilburg",6,6,5,3,6
"tilburg",5,3,1,1,5
"tilburg",3,4,1,3,4
"radboud",4,4,3,4,4
"tilburgcaf",7,5,4,5,6
"tilburgcaf",5,1,1,1,1
"tilburg",1,5,2,3,4
"tilburg",3,6,3,5,5
"tilburgcaf",6,6,3,3,6
"tilburgcaf",7,6,2,2,5
"tilburg",3,6,1,1,3
"tilburg",4,5,2,2,6
"tilburg",6,5,2,2,4
"tilburg",1,2,3,4,4
"tilburg",5,5,2,5,6
"tilburg",4,1,1,1,3
"tilburg",5,5,3,5,5
"tilburgcaf",6,4,3,2,3
"tilburgcaf",5,5,5,5,5
"tilburgcaf",6,6,5,7,5
"tilburgcaf",4,4,4,5,4
"tilburg",5,5,3,6,6
"tilburgcaf",7,2,1,1,1
"tilburgcaf",7,2,3,4,5
"tilburgcaf",5,2,3,3,4
"tilburgcaf",4,2,1,2,2
"tilburg",4,3,5,2,2
"tilburgcaf",6,5,6,6,6
"radboud",5,5,2,4,5
"tilburgcaf",3,5,3,5,3
"tilburgcaf",3,3,5,2,3
"tilburg",6,6,1,1,5
"tilburg",6,5,5,5,5
"tilburg",6,5,4,6,6
"tilburg",5,4,2,2,3
"tilburg",2,1,1,1,1
"tilburg",4,4,1,2,1
"radboud",6,6,6,6,6
"tilburg",2,2,5,1,1
"tilburgcaf",6,6,2,2,2
"tilburgcaf",1,3,1,1,1
"radboud",4,1,2,5,4
"tilburgcaf",5,4,4,4,3
"tilburgcaf",5,3,4,3,6
"radboud",5,4,2,2,4
"radboud",6,1,4,4,1
"tilburgcaf",5,5,1,3,4
"tilburgcaf",5,6,3,3,4
"tilburgcaf",5,4,3,2,4
"tilburgcaf",4,4,1,1,1
"tilburgcaf",6,7,6,7,7
"tilburgcaf",7,5,7,4,6
"tilburgcaf",2,3,1,4,5
"tilburgcaf",5,3,1,4,4
"tilburgcaf",6,5,3,3,5
"tilburgcaf",7,5,3,5,5
"radboud",7,3,1,2,5
"radboud",6,6,4,4,4
"radboud",6,4,1,1,3
"radboud",3,3,3,2,2
"radboud",5,6,3,1,4
"radboud",5,3,2,4,4
"tilburgcaf",5,2,4,5,1
"tilburgcaf",4,1,3,1,4
"tilburgcaf",5,5,5,6,3
"tilburgcaf",5,2,6,5,6
"tilburgcaf",6,5,4,3,6
"tilburgcaf",4,3,3,2,2
"tilburgcaf",4,6,4,4,4
"radboud",6,6,3,3,3
"radboud",5,5,4,4,4
"radboud",3,6,2,1,5
"aus2",5,7,2,2,3
"aus2",3,2,7,6,4
"aus2",5,3,1,3,5
"aus2",4,7,4,7,5
"aus2",3,4,1,1,5
"aus2",4,5,2,6,5
"aus2",4,3,3,7,6
"aus2",1,1,6,6,5
"aus2",6,5,5,5,5
"aus2",4,3,3,3,4
"aus2",3,1,1,1,1
"aus2",6,5,1,3,1
"aus2",3,4,1,1,1
"aus2",3,1,2,2,5
"aus2",5,4,3,1,6
"aus2",5,1,1,1,1
"aus2",6,3,5,4,6
"aus2",3,5,6,3,6
"aus2",2,2,2,2,3
"aus2",7,6,2,2,2
"aus2",4,4,3,1,4
"aus2",4,6,3,5,6
"aus2",5,3,1,2,7
"aus2",5,6,1,5,7
"aus2",3,6,2,4,3
"aus2",4,3,3,4,4
"aus2",5,6,2,6,6
"aus2",1,5,6,4,4
"aus2",1,7,5,4,6
"aus2",3,2,3,2,4
"aus2",4,1,2,2,1
"aus2",4,5,2,3,6
"aus2",7,7,3,5,5
"aus2",4,6,2,1,5
"aus2",6,2,4,4,5
"aus2",1,1,1,1,4
"aus2",5,6,4,2,1
"aus2",5,5,2,1,2
"aus2",6,4,3,2,2
"aus2",1,4,5,2,4
"aus2",5,5,5,5,6
"aus2",3,5,1,2,6
"aus2",2,4,1,1,1
"aus2",1,2,2,1,1
"aus2",1,1,3,3,5
"aus2",2,4,1,2,2
"aus2",5,2,4,4,6
"aus2",7,6,7,3,7
"aus2",2,4,1,1,1
"aus2",3,6,2,3,6
"aus2",5,1,3,5,6
"aus2",6,6,5,4,5
"aus2",4,5,5,4,6
"aus2",1,3,1,1,1
"aus2",2,1,1,1,7
"aus2",3,4,1,2,5
"aus2",7,7,3,5,7
"aus2",1,1,1,4,3
"aus2",5,6,1,1,5
"aus2",1,4,5,1,7
"aus2",6,4,3,6,1
"aus2",2,1,2,5,7
"aus2",1,1,1,4,6
"aus2",6,6,4,3,3
"aus2",5,5,1,1,2
"aus2",7,7,2,1,7
"aus2",2,7,5,1,7
"aus2",5,7,2,1,5
"aus2",7,7,6,7,7
"aus2",5,7,5,5,7
"aus2",3,5,5,6,4
"aus2",5,5,4,4,6
"aus2",1,7,1,1,1
"aus2",7,7,2,4,6
"aus2",5,5,3,1,3
"aus2",4,3,5,4,3
"aus2",4,5,3,5,5
"aus2",1,2,2,2,2
"aus2",6,7,6,7,7
"aus2",3,7,1,1,3
"aus2",5,2,2,4,3
"aus2",6,7,1,1,2
"aus2",5,1,2,1,7
"aus2",6,5,1,2,1
"aus2",6,5,6,5,6
"aus2",4,5,3,4,6
"aus2",2,6,1,1,3
"aus2",7,3,3,4,6
"aus2",6,6,3,5,7
"aus2",2,5,1,4,6
"aus2",2,2,2,1,5
"aus2",7,7,1,1,5
"aus2",4,5,3,3,3
"aus2",2,7,2,2,7
"aus2",7,7,4,7,7
"aus2",2,2,2,4,2
"aus2",3,7,1,2,7
"aus2",2,5,1,1,7
"aus2",7,7,5,6,7
"aus2",1,5,3,4,6
"aus2",5,6,4,2,6
"aus2",5,4,5,5,5
"aus2",2,3,2,6,6
"louvain",1,1,3,1,5
"louvain",5,3,2,2,2
"louvain",5,5,4,5,4
"louvain",6,6,3,3,3
"louvain",1,1,1,1,1
"louvain",2,1,1,5,1
"louvain",2,4,1,1,1
"louvain",1,5,2,2,2
"louvain",5,5,3,4,5
"louvain",4,6,1,3,7
"louvain",5,6,1,3,2
"louvain",5,5,1,5,2
"louvain",5,7,6,2,7
"louvain",4,5,3,3,2
"louvain",5,7,5,6,7
"louvain",5,5,1,1,5
"louvain",5,5,4,5,6
"louvain",4,3,4,2,2
"louvain",4,1,1,4,1
"louvain",3,5,3,2,1
"louvain",3,7,1,3,5
"louvain",7,7,2,1,1
"louvain",1,1,1,1,1
"louvain",6,7,2,2,2
"louvain",4,6,3,4,2
"louvain",5,6,4,5,5
"louvain",1,6,3,2,3
"louvain",6,4,4,5,5
"louvain",2,3,2,2,1
"louvain",4,5,4,5,4
"louvain",1,6,2,2,4
"louvain",4,3,2,2,3
"louvain",1,1,2,2,1
"louvain",5,3,7,7,1
"louvain",3,4,1,4,2
"louvain",5,7,4,6,6
"louvain",4,1,2,1,1
"louvain",5,5,3,5,4
"louvain",5,1,2,2,2
"louvain",1,6,4,4,3
"louvain",5,5,4,4,4
"pascal",1,2,2,2,3
"pascal",5,5,2,2,5
"pascal",4,4,5,5,4
"pascal",7,6,2,3,4
"pascal",6,7,2,1,4
"pascal",3,4,1,1,1
"pascal",1,2,1,1,1
"pascal",5,6,4,5,3
"pascal",1,6,3,6,5
"pascal",2,4,1,5,1
"pascal",1,1,1,1,1
"pascal",4,4,1,4,4
"pascal",4,5,4,4,1
"pascal",5,5,1,1,1
"pascal",2,1,2,2,1
"pascal",3,4,3,4,1
"pascal",2,3,1,1,1
"pascal",1,3,1,1,1
"pascal",7,7,4,5,5
"pascal",4,4,2,3,5
"pascal",1,1,4,4,4
"pascal",7,7,2,5,2
"pascal",2,1,1,4,1
"pascal",1,1,1,2,5
"pascal",6,7,1,3,5
"pascal",5,7,7,7,3
"pascal",4,5,3,6,6
"pascal",3,1,1,3,1
"pascal",5,4,5,5,1
"pascal",5,5,3,3,2
"pascal",3,3,1,2,1
"pascal",2,4,2,2,3
"pascal",6,3,2,2,2
"pascal",2,2,2,2,1
"pascal",2,2,1,2,2
"pascal",2,2,1,1,1
"pascal",4,5,1,1,1
"pascal",4,4,5,6,4
"pascal",6,6,2,5,3
"pascal",6,5,2,4,5
"pascal",4,5,2,2,1
"pascal",4,7,3,3,2
"pascal",4,4,4,4,1
"pascal",3,7,7,7,1
"pascal",7,4,1,5,1
"pascal",2,2,5,4,4
"pascal",2,4,3,1,1
"pascal",1,2,1,4,3
"pascal",1,1,1,1,1
"pascal",2,4,1,2,1
"pascal",1,1,4,1,1
"pascal",1,6,1,1,1
"pascal",1,1,1,3,1
"pascal",3,2,1,1,3
"pascal",5,6,4,4,4
"pascal",3,5,4,5,5
"pascal",1,6,4,4,3
"pascal",2,2,1,5,4
"pascal",2,2,3,2,4
"pascal",1,1,2,1,2
"pascal",3,4,4,5,2
"pascal",1,1,1,1,1
"pascal",3,5,2,2,1
"pascal",1,1,1,1,1
"pascal",2,2,2,2,2
"pascal",7,7,3,2,4
"pascal",2,2,1,1,1
"pascal",7,7,6,7,7
"pascal",3,1,2,4,1
"pascal",2,1,1,1,1
"pascal",1,1,1,1,1
"amity",4,4,5,5,4
"amity",5,5,4,6,6
"amity",4,7,3,2,6
"amity",7,7,5,6,6
"amity",6,6,2,5,6
"amity",4,5,4,4,5
"amity",5,7,6,6,6
"amity",6,5,3,6,6
"amity",3,4,2,2,3
"amityon",1,3,2,5,5
"amityon",5,5,5,5,4
"amity",7,7,4,4,5
"amity",4,5,5,5,5
"amity",7,7,5,5,6
"amityon",6,6,6,6,6
"amity",7,7,1,4,1
"amity",3,3,4,5,7
"amity",4,2,2,3,2
"amity",2,4,3,4,3
"amityon",7,1,4,5,1
"amity",2,3,2,3,4
"amityon",1,7,1,1,3
"amityon",7,7,5,2,1
"amityon",5,5,2,1,6
"amityon",7,7,1,1,3
"amity",4,7,1,2,5
"amity",4,5,2,4,5
"amity",6,7,1,5,5
"amityon",4,4,5,5,5
"amity",6,5,1,3,2
"amityon",5,5,1,1,1
"amity",5,7,1,1,4
"amityon",6,4,2,7,6
"amityon",7,2,3,4,5
"amity",1,2,1,1,1
"amityon",7,6,5,3,1
"amityon",6,5,2,1,1
"amity",4,7,1,3,7
"amity",5,4,6,4,4
"amity",4,6,5,7,7
"amity",4,4,3,4,3
"amity",4,5,3,3,5
"amity",5,6,4,5,4
"amity",5,3,6,3,5
"amity",4,3,5,5,5
"amity",3,4,6,4,3
"amity",4,5,6,7,5
"amity",3,4,3,4,6
"amity",5,4,5,4,4
"amity",4,4,4,6,4
"amity",4,5,4,2,5
"amity",3,5,4,6,4
"amity",4,3,2,4,4
"amity",5,3,3,4,5
"amity",4,3,3,6,3
"amity",5,3,1,1,3
"amity",5,7,1,5,5
"amity",5,3,3,4,5
"amity",5,7,1,4,5
"amity",3,4,4,6,1
"amity",2,7,1,5,7
"amity",4,7,1,5,7
"amity",4,2,4,3,7
"amity",7,5,4,6,7
"amity",5,3,4,3,4
"amity",3,3,3,3,3
"amity",4,4,4,4,3
"amity",6,7,2,3,4
"amity",3,4,4,5,6
"amity",4,4,3,5,5
"amity",5,3,1,2,4
"amity",1,4,4,1,1
"amityon",3,6,2,4,7
"amity",3,2,6,3,6
"amity",5,7,2,4,5
"amityon",2,3,2,2,3
"amityon",3,4,3,2,4
"amity",7,7,2,1,6
"amity",6,6,1,1,5
"amity",3,4,5,4,5
"amity",4,6,4,6,6
"amity",3,6,1,1,7
"amity",6,3,4,1,3
"amity",3,3,6,4,2
"amity",5,3,1,4,1
"amity",1,1,1,1,1
"amity",4,2,1,1,2
"amity",1,1,1,1,1
"amity",1,1,1,2,7
"amity",7,7,1,3,7
"amity",6,7,1,1,7
"amity",4,7,1,5,7
"amityon",4,4,5,4,5
"amity",4,4,1,4,5
"isb",2,2,3,1,4
"isb",4,1,1,1,7
"isb",5,7,2,2,6
"isb",4,7,5,4,4
"isb",5,4,5,5,5
"isb",6,7,3,7,7
"isb",1,3,3,7,7
"isb",1,6,2,3,4
"isb",1,1,2,2,6
"isb",6,7,6,7,7
"isb",1,3,5,2,1
"isb",4,5,7,7,6
"isb",2,3,4,6,7
"isb",4,5,5,4,7
"isb",1,3,3,3,1
"isb",4,5,5,6,6
"isb",4,5,3,4,6
"isb",5,4,4,4,3
"isb",5,6,5,5,6
"isb",2,7,6,6,7
"isb",2,4,2,6,6
"isb",7,7,5,6,7
"isb",5,6,4,7,6
"isb",1,1,1,2,2
"isb",1,4,3,7,4
"isb",5,6,4,6,6
"isb",3,7,7,7,7
"isb",7,2,4,7,7
"isb",7,7,7,7,7
"isb",1,5,7,5,7
"isb",5,5,4,4,3
"isb",4,4,7,5,7
"isb",3,7,1,5,4
"isb",4,5,4,5,6
"isb",6,7,4,2,1
"isb",5,6,4,5,4
"isb",3,7,4,6,6
"isb",3,7,3,3,5
"isb",7,7,2,2,2
"isb",3,2,5,7,3
"isb",3,7,1,1,4
"isb",3,7,4,6,6
"isb",4,7,6,3,3
"isb",7,7,6,7,7
"isb",1,1,2,2,2
"isb",2,4,7,6,7
"isb",4,7,1,7,7
"isb",5,3,4,5,2
"isb",1,2,3,5,6
"isb",6,1,1,1,7
"isb",6,6,5,7,6
"isb",6,7,5,7,7
"isb",1,3,2,4,4
"isb",4,4,3,6,5
"isb",2,2,2,4,2
"mturk_india",4,4,4,4,4
"mturk_india",2,2,3,5,5
"mturk_india",7,5,7,5,2
"mturk_india",7,6,7,7,7
"mturk_india",4,2,3,4,5
"mturk_india",6,6,6,6,6
"mturk_india",4,4,2,5,6
"mturk_india",4,4,4,5,6
"mturk_india",1,2,4,6,4
"mturk_india",7,7,3,7,7
"mturk_india",6,3,4,7,7
"mturk_india",4,5,7,7,7
"mturk_india",4,5,5,7,7
"mturk_india",1,5,2,6,1
"mturk_india",3,4,4,4,4
"mturk_india",7,7,7,7,6
"mturk_india",3,5,5,5,6
"mturk_india",7,7,3,1,5
"mturk_india",6,5,5,4,6
"mturk_india",5,7,5,3,2
"mturk_india",2,2,1,6,4
"mturk_india",1,1,1,1,1
"mturk_india",4,3,4,4,3
"mturk_india",1,2,4,5,6
"mturk_india",6,5,4,2,5
"mturk_india",6,6,6,6,6
"mturk_india",4,3,2,2,2
"mturk_india",3,7,2,7,4
"mturk_india",7,5,7,7,7
"mturk_india",2,1,1,1,2
"mturk_india",3,2,7,6,4
"mturk_india",1,4,2,3,3
"mturk_india",4,5,1,4,5
"mturk_india",2,5,6,4,6
"mturk_india",5,6,2,4,7
"mturk_india",6,6,2,4,5
"mturk_india",1,2,2,2,2
"mturk_india",7,7,7,7,7
"mturk_india",4,3,2,2,5
"mturk_india",6,7,3,6,7
"mturk_india",5,5,5,4,5
"mturk_india",6,5,6,5,5
"mturk_india",6,6,3,6,6
"mturk_india",1,4,4,6,6
"mturk_india",7,6,1,5,3
"mturk_india",5,7,5,1,7
"mturk_india",5,7,7,5,7
"mturk_india",5,5,6,4,4
"mturk_india",5,7,1,4,7
"mturk_india",5,3,7,5,7
"mturk_india",6,5,7,6,6
"mturk_india",1,5,6,5,4
"mturk_india",7,5,1,6,5
"mturk_india",5,6,4,5,6
"mturk_india",3,1,6,4,5
"mturk_india",7,2,1,2,6
"mturk_india",6,1,2,7,4
"mturk_india",7,7,4,4,7
"mturk_india",5,4,2,5,6
"mturk_india",1,1,1,6,2
"mturk_india",6,7,4,2,5
"mturk_india",4,5,4,2,6
"mturk_india",3,4,3,4,4
"mturk_india",3,6,2,5,6
"mturk_india",7,7,4,7,7
"mturk_india",5,5,4,5,7
"mturk_india",5,5,2,4,5
"mturk_india",4,1,6,1,4
"mturk_india",1,3,3,4,3
"mturk_india",4,7,3,5,5
"mturk_india",6,6,3,4,6
"mturk_india",6,6,3,4,6
"mturk_india",7,7,5,5,7
"mturk_india",5,5,2,4,7
"mturk_india",1,1,1,1,1
"mturk_india",6,5,6,5,6
"mturk_india",6,4,4,5,6
"mturk_india",4,5,4,5,7
"mturk_india",7,7,4,5,7
"mturk_india",6,6,3,6,6
"mturk_india",6,6,4,5,6
"mturk_india",4,4,4,5,6
"mturk_india",5,7,5,7,7
"mturk_india",2,3,5,6,6
"mturk_india",4,2,4,3,2
"mturk_india",5,7,3,4,7
"mturk_india",5,6,3,2,5
"mturk_india",3,7,5,4,6
"mturk_india",5,6,5,6,3
"mturk_india",6,5,7,4,5
"mturk_india",5,6,6,3,3
"mturk_india",7,7,2,1,7
"mturk_india",7,6,5,5,7
"mturk_india",4,5,2,1,2
"mturk_india",3,7,4,5,7
"mturk_india",7,7,2,2,7
"mturk_india",2,5,3,4,5
"mturk_india",6,7,5,7,7
"mturk_india",7,7,6,5,7
"mturk_india",3,7,5,3,6
"mturk_india",4,6,3,6,6
"mturk_india",5,6,5,6,7
"mturk_india",7,7,5,7,4
"mturk_india",7,7,2,5,7
"mturk_india",5,6,5,4,6
"mturk_india",5,6,2,5,2
"mturk_india",6,6,3,2,5
"mturk_india",2,2,5,4,4
"mturk_india",6,7,5,3,7
"mturk_india",4,6,4,4,4
"mturk_india",4,5,2,4,4
"mturk_india",5,5,2,5,4
"mturk_india",4,5,5,5,5
"mturk_india",4,2,2,3,3
"mturk_india",2,4,2,4,3
"mturk_india",3,4,3,5,5
"mturk_india",4,5,3,3,6
"mturk_india",4,6,5,6,6
"mturk_india",7,5,3,6,6
"mturk_india",4,3,5,3,5
"mturk_india",5,7,3,4,5
"mturk_india",5,6,5,3,7
"mturk_india",7,7,2,3,7
"mturk_india",1,6,3,7,7
"mturk_india",7,6,4,7,6
"mturk_india",4,4,5,5,4
"mturk_india",4,5,3,6,6
"mturk_india",4,6,3,4,5
"mturk_india",6,7,7,6,6
"mturk_india",6,6,6,6,7
"mturk_india",6,6,3,4,5
"mturk_india",1,1,1,3,1
"mturk_india",7,7,5,6,7
"mturk_india",6,6,5,6,5
"mturk_india",3,2,3,3,5
"mturk_india",5,6,5,6,7
"mturk_india",7,7,6,2,7
"mturk_india",3,5,4,5,4
"mturk_india",1,5,1,2,1
"mturk_india",4,4,1,7,7
"mturk_india",5,7,4,4,7
"mturk_india",1,2,2,2,2
"mturk_india",4,5,4,4,3
"mturk_india",4,5,4,4,5
"mturk_india",4,2,6,4,5
"mturk_india",5,3,4,2,1
"mturk_india",4,3,3,5,5
"mturk_india",1,1,1,5,6
"mturk_india",5,4,2,5,6
"mturk_india",5,5,1,6,2
"mturk_india",3,6,4,2,6
"mturk_india",2,1,4,4,7
"mturk_india",4,4,4,4,3
"mturk_india",7,7,5,7,7
"mturk_india",7,7,4,7,7
"mturk_india",5,6,4,3,5
"mturk_india",6,7,4,3,7
"mturk_india",5,7,7,7,7
"mturk_india",4,1,6,6,5
"padua",5,4,1,1,6
"padua",3,3,2,3,3
"padua",2,1,4,6,4
"padua",3,2,6,5,5
"padua",5,5,4,5,4
"padua",2,3,4,4,3
"padua",1,4,2,2,2
"padua",3,4,2,2,2
"padua",3,1,4,3,4
"padua",1,2,2,1,1
"padua",3,2,5,5,3
"padua",4,4,4,4,3
"padua",3,1,2,2,4
"padua",4,2,1,2,2
"padua",3,3,4,4,1
"padua",2,2,1,1,2
"padua",4,3,2,3,3
"padua",2,2,3,6,4
"padua",2,1,3,4,3
"padua",5,4,7,7,7
"padua",3,4,3,3,4
"padua",6,6,1,1,1
"padua",2,3,2,3,2
"padua",4,4,2,3,3
"padua",2,5,1,3,1
"padua",3,1,4,3,4
"padua",4,6,5,5,4
"padua",2,5,3,3,3
"padua",2,3,2,4,2
"padua",1,1,2,1,1
"padua",5,3,2,3,4
"padua",2,3,1,4,1
"padua",4,1,4,4,4
"padua",3,1,1,3,1
"padua",1,1,3,5,4
"padua",3,4,1,4,1
"padua",3,6,3,4,4
"help",7,3,4,3,6
"help",1,2,3,4,1
"help",7,5,2,1,7
"help",1,1,1,2,4
"help",2,2,4,4,4
"help",2,3,2,3,5
"help",1,3,2,4,6
"help",1,6,3,5,7
"help",1,1,3,5,5
"help",3,4,4,5,5
"help",6,5,5,2,5
"help",3,6,3,2,5
"help",2,2,2,2,2
"help",4,6,5,2,6
"help",3,4,6,4,4
"help",4,3,1,1,1
"help",1,1,3,1,1
"help",1,1,1,4,1
"help",3,3,3,4,3
"help",5,4,2,4,3
"help",5,6,1,1,4
"help",1,1,6,6,1
"help",7,1,2,4,7
"help",4,4,3,3,5
"help",6,5,4,4,5
"help",1,1,1,1,7
"help",5,6,1,6,4
"help",4,4,4,6,4
"help",3,7,3,3,6
"help",3,6,5,5,6
"help",3,3,5,4,5
"help",6,6,4,6,4
"help",2,3,2,2,2
"help",1,1,1,1,2
"help",4,4,7,5,4
"help",1,5,5,5,5
"help",1,1,1,1,2
"help",3,3,1,2,1
"help",4,5,1,6,2
"help",5,4,5,4,5
"help",6,2,1,1,1
"help",2,1,3,1,3
"help",5,4,3,1,2
"help",5,4,3,3,2
"help",1,1,1,1,2
"help",4,4,1,1,6
"help",2,2,1,1,4
"rotterdam",3,1,2,2,5
"rotterdam",1,4,1,2,6
"rotterdam",7,1,4,6,5
"rotterdam",6,7,4,4,3
"rotterdam",1,2,2,3,5
"rotterdam",7,7,5,3,7
"rotterdam",5,6,2,3,5
"rotterdam",6,7,1,1,5
"rotterdam",4,6,6,5,6
"rotterdam",3,4,1,1,5
"rotterdam",4,3,4,4,5
"rotterdam",7,2,2,3,5
"rotterdam",6,5,5,5,4
"rotterdam",6,6,2,2,4
"rotterdam",1,1,1,1,1
"rotterdam",6,6,4,4,6
"rotterdam",4,7,7,5,7
"rotterdam",5,4,5,3,5
"rotterdam",1,1,1,1,1
"rotterdam",3,5,2,2,2
"rotterdam",3,6,1,2,3
"rotterdam",6,6,2,2,3
"rotterdam",1,2,3,3,3
"rotterdam",1,1,1,1,1
"rotterdam",1,1,5,1,3
